datetime,energy,temp,feelslike,dew,humidity,response
2023-02-11T09:00:00,47.4,25,25,23.2,89.6,2
2023-02-11T10:00:00,79.4,26.1,26.1,23.8,87.25,1
2023-02-11T11:00:00,86.6,28,31.3,23.1,74.56,1
2023-02-11T12:00:00,90.9,29,32.8,23,70.13,1
2023-02-11T13:00:00,110.7,30,35.1,24,70.31,1
2023-02-11T14:00:00,107.3,29.8,34.8,24.1,71.47,1
2023-02-11T15:00:00,76.8,30,35.1,24,70.31,1
2023-02-11T16:00:00,76.3,29,33.6,24,74.55,1
2023-02-11T17:00:00,67.1,28,32.8,25,83.56,1
2023-02-11T18:00:00,58.6,26,26,24.8,92.97,2
2023-02-11T19:00:00,46.1,26,26,24,88.78,2
2023-02-11T20:00:00,36.5,25.3,25.3,23.8,91.37,2
2023-02-11T21:00:00,27.2,25.3,25.3,24,92.62,2
2023-02-11T22:00:00,19.1,25.1,25.1,24.1,94.19,2
2023-02-11T23:00:00,16.4,25.1,25.1,24.1,94.19,2
2023-02-12T00:00:00,15.3,24.8,24.8,24,95.47,2
2023-02-12T01:00:00,15.4,25,25,24,94.19,2
2023-02-12T02:00:00,13,25,25,24,94.19,2
2023-02-12T03:00:00,14.2,24.8,24.8,23.9,94.82,2
2023-02-12T04:00:00,13.9,24.3,24.3,23.7,96.65,2
2023-02-12T05:00:00,18.2,24.1,24.1,23.2,94.79,2
2023-02-12T06:00:00,16.3,24,24,23,94.15,2
2023-02-12T07:00:00,16.7,24.1,24.1,23.7,97.96,2
2023-02-12T08:00:00,35.7,23.8,23.8,23.1,95.76,2
2023-02-12T09:00:00,87,24.8,24.8,23.7,93.86,2
2023-02-12T10:00:00,95.2,27,29.3,22.2,74.94,1
2023-02-12T11:00:00,96.9,29.2,33.9,24.1,73.99,1
2023-02-12T12:00:00,111.4,31.1,37.8,25,70.23,1
2023-02-12T13:00:00,119.5,31.1,36.8,24.2,66.82,1
2023-02-12T14:00:00,125.6,30.1,35.4,24.2,70.73,1
2023-02-12T15:00:00,130,32.1,39,24.8,65.44,1
2023-02-12T16:00:00,120.9,29,32.8,23,70.07,1
2023-02-12T17:00:00,81.6,28,32,24.1,79.23,1
2023-02-12T18:00:00,72.9,26.7,29.9,24.9,89.72,1
2023-02-12T19:00:00,62.1,25,25,24,94.17,2
2023-02-12T20:00:00,55.4,24.9,24.9,23.9,94.18,2
2023-02-12T21:00:00,48.5,24,24,23,94.15,2
2023-02-12T22:00:00,24.5,25,25,23,88.68,2
2023-02-12T23:00:00,28.4,24.7,24.7,23.2,91.13,2
2023-02-13T00:00:00,18.4,24.8,24.8,23.1,90.21,2
2023-02-13T01:00:00,14.4,24,24,23,94.15,2
2023-02-13T02:00:00,16.8,24,24,23.1,94.47,2
2023-02-13T03:00:00,14.9,24,24,23.1,94.47,2
2023-02-13T04:00:00,16.5,24,24,23,94.15,2
2023-02-13T05:00:00,14.7,24,24,22.9,93.51,2
2023-02-13T06:00:00,16.8,24,24,23,94.15,2
2023-02-13T07:00:00,20.4,23.1,23.1,22.8,98.28,2
2023-02-13T08:00:00,86.1,23.2,23.2,22.9,98.28,2
2023-02-13T09:00:00,144.4,25,25,24,94.17,2
2023-02-13T10:00:00,164.1,26.8,29.7,24,84.79,1
2023-02-13T11:00:00,182.6,29.1,33,23.2,70.62,1
2023-02-13T12:00:00,186,31,36.6,24,66.36,1
2023-02-13T13:00:00,209.1,31.3,35.9,23.1,61.71,2
2023-02-13T14:00:00,222,31.8,37.3,23.7,62.43,2
2023-02-13T15:00:00,220.7,31.1,36.8,24.2,66.8,2
2023-02-13T16:00:00,166.9,28.3,33.9,25.7,85.9,1
2023-02-13T17:00:00,155,29.7,36.7,25.8,79.4,1
2023-02-13T18:00:00,118.5,26.1,26.1,24.8,92.61,1
2023-02-13T19:00:00,96.42,26.8,29.5,23.7,83.39,1
2023-02-13T20:00:00,76.41,25.8,25.8,23.2,85.57,2
2023-02-13T21:00:00,62.74,25,25,23,88.66,2
2023-02-13T22:00:00,36.9,25,25,23,88.66,2
2023-02-13T23:00:00,28.6,24.8,24.8,23.2,90.8,2
2023-02-14T00:00:00,22.3,24.8,24.8,23.2,90.8,2
2023-02-14T01:00:00,20.3,24.1,24.1,23.1,94.13,2
2023-02-14T02:00:00,22.6,24.7,24.7,23.1,90.51,2
2023-02-14T03:00:00,20.3,24,24,23,94.15,2
2023-02-14T04:00:00,22.6,24,24,23,94.15,2
2023-02-14T05:00:00,18.9,24,24,22.9,93.51,2
2023-02-14T06:00:00,13.3,24,24,23,94.12,2
2023-02-14T07:00:00,25.4,24.1,24.1,23.2,94.78,2
2023-02-14T08:00:00,85.6,24.7,24.7,23.2,91.12,2
2023-02-14T09:00:00,165,25.7,25.7,23.9,89.64,2
2023-02-14T10:00:00,181.1,27.1,30.2,24,83.36,1
2023-02-14T11:00:00,180.4,29.1,33.7,24.1,74.44,1
2023-02-14T12:00:00,171.3,30.3,35.3,23.8,68.2,1
2023-02-14T13:00:00,170.2,31,36.4,23.9,65.94,1
2023-02-14T14:00:00,148.7,26.8,29.6,23.8,83.54,1
2023-02-14T15:00:00,172.9,29.7,36,25.2,76.57,1
2023-02-14T16:00:00,164.8,26.8,30.2,25.1,90.2,1
2023-02-14T17:00:00,129.1,27.1,30.9,25.2,89.34,1
2023-02-14T18:00:00,94,27.1,30.1,23.8,82.26,1
2023-02-14T19:00:00,90.8,25.8,25.8,22.7,83.24,2
2023-02-14T20:00:00,76.2,25.8,25.8,22.1,80,2
2023-02-14T21:00:00,67.6,26,26,23,83.55,2
2023-02-14T22:00:00,35.2,25.3,25.3,23.7,91.02,2
2023-02-14T23:00:00,27.2,25.7,25.7,23.1,85.26,2
2023-02-15T00:00:00,21.9,26,26,23,83.56,2
2023-02-15T01:00:00,16.6,26,26,23,83.57,2
2023-02-15T02:00:00,18.4,25.2,25.2,22.8,86.57,2
2023-02-15T03:00:00,18,25.7,25.7,22.8,83.82,2
2023-02-15T04:00:00,17.9,26,26,23,83.57,2
2023-02-15T05:00:00,21.6,25.1,25.1,23,88.35,2
2023-02-15T06:00:00,18,24.8,24.8,23.8,94.14,2
2023-02-15T07:00:00,28.1,24.1,24.1,23.7,97.94,2
2023-02-15T08:00:00,73.5,24.3,24.3,23.2,93.52,2
2023-02-15T09:00:00,146.5,25,25,24,94.17,2
2023-02-15T10:00:00,159.5,26.8,29.6,23.8,83.62,1
2023-02-15T11:00:00,148.1,28.2,32,23.7,76.79,1
2023-02-15T12:00:00,155.9,30.7,35.1,23,63.53,1
2023-02-15T13:00:00,166.9,32,36.8,23,59.05,1
2023-02-15T14:00:00,181.9,33.1,37.3,22.2,52.89,1
2023-02-15T15:00:00,186,33.3,36.6,21.2,49.13,1
2023-02-15T16:00:00,177.4,31,36.6,24,66.26,1
2023-02-15T17:00:00,173.4,31,36.4,23.9,65.72,1
2023-02-15T18:00:00,150.1,32,33.5,19,46.1,1
2023-02-15T19:00:00,120.58,30.1,31.8,19.8,54.08,1
2023-02-15T20:00:00,86.28,28.8,30.6,20.2,59.79,1
2023-02-15T21:00:00,81.16,27.8,29.8,20.9,66.24,1
2023-02-15T22:00:00,34.2,27,29.2,22,74.18,1
2023-02-15T23:00:00,22.4,26.1,26.1,22.7,81.88,1
2023-02-16T00:00:00,14.7,26,26,22,78.68,2
2023-02-16T01:00:00,15,25.3,25.3,21.8,80.97,2
2023-02-16T02:00:00,16.7,25,25,21.8,82.35,2
2023-02-16T03:00:00,18.4,24,24,22,88.6,2
2023-02-16T04:00:00,18.2,24,24,20,78.4,2
2023-02-16T05:00:00,13.2,23.2,23.2,19.9,81.83,2
2023-02-16T06:00:00,12.5,22,22,20,88.44,2
2023-02-16T07:00:00,25.8,22.8,22.8,19.1,79.59,2
2023-02-16T08:00:00,59.2,23.1,23.1,19.9,82.37,2
2023-02-16T09:00:00,144,26.7,28.1,19.9,66.2,1
2023-02-16T10:00:00,156.6,28.7,30.4,19.8,58.47,1
2023-02-16T11:00:00,168.2,30.3,31.7,19.2,51.46,1
2023-02-16T12:00:00,168.7,32,34.2,20,49.14,1
2023-02-16T13:00:00,182.6,32,34.2,20,49.1,1
2023-02-16T14:00:00,202,33,34.6,19,43.63,2
2023-02-16T15:00:00,191.6,33,34.6,19,43.61,1
2023-02-16T16:00:00,187,33.3,35.6,19.9,45.35,1
2023-02-16T17:00:00,153.6,31.1,34.5,21.8,57.78,1
2023-02-16T18:00:00,132,30.8,34.2,21.9,59.15,1
2023-02-16T19:00:00,112.8,29.3,32.4,22.1,65.1,1
2023-02-16T20:00:00,102.9,27.8,30.8,22.9,74.71,1
2023-02-16T21:00:00,77.4,27,29.6,23,78.69,1
2023-02-16T22:00:00,35.9,25.7,25.7,22.8,83.73,2
2023-02-16T23:00:00,24.5,25.2,25.2,22.8,86.52,2
2023-02-17T00:00:00,19.9,26,26,22,78.64,2
2023-02-17T01:00:00,18,26,26,22,78.64,2
2023-02-17T02:00:00,15.9,25.1,25.1,21.8,82.04,2
2023-02-17T03:00:00,17.2,24,24,21.8,87.36,2
2023-02-17T04:00:00,19,24,24,21,83.34,2
2023-02-17T05:00:00,15.3,23.1,23.1,21.1,88.5,2
2023-02-17T06:00:00,13.5,24.8,24.8,21.1,79.88,2
2023-02-17T07:00:00,19.7,24.8,24.8,21.1,79.86,2
2023-02-17T08:00:00,69.2,24.9,24.9,21.9,83.46,2
2023-02-17T09:00:00,111,27.1,29.3,21.9,73.37,1
2023-02-17T10:00:00,153.6,29,32,22,65.96,1
2023-02-17T11:00:00,167.4,30,33.2,21.9,61.82,1
2023-02-17T12:00:00,153.6,31.8,35.6,22.1,56.47,1
2023-02-17T13:00:00,148,33,37,22,52.52,1
2023-02-17T14:00:00,172.5,33.2,37.1,21.9,51.65,1
2023-02-17T15:00:00,178.6,33,35.9,20.8,48.71,1
2023-02-17T16:00:00,169.7,33.1,36.2,21.1,49.41,1
2023-02-17T17:00:00,158.2,33.1,36.2,21.1,49.45,1
2023-02-17T18:00:00,150.7,33,36.1,21,49.44,1
2023-02-17T19:00:00,133.6,30.8,36.3,24.1,67.44,1
2023-02-17T20:00:00,110.6,28.8,33.3,24.1,75.67,1
2023-02-17T21:00:00,75,28.8,31.8,22.1,67.09,1
2023-02-17T22:00:00,36.4,28,30.6,21.9,69.47,1
2023-02-17T23:00:00,27,27.1,29.3,22.1,74.15,1
2023-02-18T00:00:00,21.8,27,29.2,22,74.12,1
2023-02-18T01:00:00,22.1,27,29.3,22.1,74.4,1
2023-02-18T02:00:00,21.1,26.3,26.3,22.1,77.62,1
2023-02-18T03:00:00,23.6,26,26,22,78.68,2
2023-02-18T04:00:00,24.8,26,26,22,78.66,2
2023-02-18T05:00:00,19.3,25.7,25.7,22,79.98,2
2023-02-18T06:00:00,19.2,25,25,22,83.48,2
2023-02-18T07:00:00,20.2,25.1,25.1,21.8,82.04,2
2023-02-18T08:00:00,43.3,25.8,25.8,21.8,78.65,2
2023-02-18T09:00:00,65.2,28,30.7,22,69.92,1
2023-02-18T10:00:00,93.1,30,33.3,22,62.3,1
2023-02-18T11:00:00,99.1,31.8,35.6,22.1,56.49,1
2023-02-18T12:00:00,97,33,37,22,52.52,1
2023-02-18T13:00:00,100.4,33.1,37.3,22.2,52.88,1
2023-02-18T14:00:00,106.9,33.8,38.2,22.2,50.8,1
2023-02-18T15:00:00,94,31.8,37.6,24,63.46,1
2023-02-18T16:00:00,78,28.1,32.7,24.8,82.27,1
2023-02-18T17:00:00,62,28.8,35.1,25.9,84.31,1
2023-02-18T18:00:00,74.1,28,32,24,78.88,1
2023-02-18T19:00:00,61.4,28,32,24,78.9,1
2023-02-18T20:00:00,53.4,27.1,30.6,24.7,87.02,1
2023-02-18T21:00:00,49,26,26,24,88.74,2
2023-02-18T22:00:00,23.4,26.1,26.1,23.1,83.56,1
2023-02-18T23:00:00,21.9,25.8,25.8,22.7,83.26,2
2023-02-19T00:00:00,23.3,25.1,25.1,23.1,88.66,2
2023-02-19T01:00:00,24.2,25,25,23,88.68,2
2023-02-19T02:00:00,21.1,25.2,25.2,23.2,88.68,2
2023-02-19T03:00:00,22.3,26,26,22.9,83.02,2
2023-02-19T04:00:00,22.9,26,26,23,83.59,2
2023-02-19T05:00:00,22.1,25.2,25.2,22.9,87.21,2
2023-02-19T06:00:00,22.9,25.1,25.1,22.1,83.48,2
2023-02-19T07:00:00,21.7,25.1,25.1,22.1,83.48,2
2023-02-19T08:00:00,38.3,25.2,25.2,22.1,82.93,2
2023-02-19T09:00:00,55.9,27.8,30.8,22.9,74.8,1
2023-02-19T10:00:00,78.3,29.8,33.1,22.1,63.34,1
2023-02-19T11:00:00,90.1,30.8,34.3,22,59.56,1
2023-02-19T12:00:00,91.7,32.8,36.9,22.2,53.75,1
2023-02-19T13:00:00,93.1,31.8,36.2,22.7,58.77,1
2023-02-19T14:00:00,80.1,33,38,22.9,55.32,1
2023-02-19T15:00:00,100.1,31.7,38.7,24.9,67.17,1
2023-02-19T16:00:00,100.3,31.8,38.6,24.8,66.51,1
2023-02-19T17:00:00,79.9,31.8,37.7,24.1,63.82,1
2023-02-19T18:00:00,68.8,26,26,23.9,88.16,2
2023-02-19T19:00:00,67.2,24.1,24.1,23.9,98.93,2
2023-02-19T20:00:00,60.5,24.1,24.1,23.2,94.79,2
2023-02-19T21:00:00,50.5,24.7,24.7,23.8,94.49,2
2023-02-19T22:00:00,34.4,24.8,24.8,23.9,94.8,2
2023-02-19T23:00:00,28.2,24.8,24.8,23.9,94.82,2
2023-02-20T00:00:00,21.6,24.8,24.8,23.8,94.18,2
2023-02-20T01:00:00,18.4,24.7,24.7,23.8,94.5,2
2023-02-20T02:00:00,16,24.8,24.8,24,95.46,2
2023-02-20T03:00:00,16.2,25,25,24,94.19,2
2023-02-20T04:00:00,16.6,25,25,23,88.7,2
2023-02-20T05:00:00,15.6,25,25,22.9,88.1,2
2023-02-20T06:00:00,16.6,24.8,24.8,22.9,89.29,2
2023-02-20T07:00:00,30.1,24.3,24.3,22.7,90.95,2
2023-02-20T08:00:00,94.8,24.1,24.1,22.8,92.53,2
2023-02-20T09:00:00,147.1,26.3,26.3,23.1,82.43,1
2023-02-20T10:00:00,196.4,28.3,31.2,22.2,69.5,1
2023-02-20T11:00:00,194.6,30.1,33.5,22.2,62.72,1
2023-02-20T12:00:00,195.2,31.7,35.5,22,56.46,1
2023-02-20T13:00:00,187.7,32,34.9,21,52.28,1
2023-02-20T14:00:00,198.5,32,35.7,21.9,55.17,1
2023-02-20T15:00:00,186.5,30,35.1,24,70.22,1
2023-02-20T16:00:00,171.2,30.7,36.2,24.1,67.67,1
2023-02-20T17:00:00,189.8,30.8,36.3,24.1,67.52,1
2023-02-20T18:00:00,148.5,29.7,34.4,23.8,70.56,1
2023-02-20T19:00:00,132.5,29,33.5,23.9,73.78,1
2023-02-20T20:00:00,116.2,27.8,31.5,24,80.01,1
2023-02-20T21:00:00,79.1,26.1,26.1,24.2,89.37,1
2023-02-20T22:00:00,42.5,25.1,25.1,23.7,92.3,2
2023-02-20T23:00:00,30.4,24.8,24.8,23.7,93.86,2
2023-02-21T00:00:00,19.8,25,25,24,94.19,2
2023-02-21T01:00:00,18,25,25,24,94.19,2
2023-02-21T02:00:00,18.4,25,25,23.9,93.55,2
2023-02-21T03:00:00,20.8,24.8,24.8,23.8,94.18,2
2023-02-21T04:00:00,21.1,25.3,25.3,21.8,80.98,2
2023-02-21T05:00:00,22.8,25.3,25.3,21.7,80.7,2
2023-02-21T06:00:00,19.5,25,25,22,83.5,2
2023-02-21T07:00:00,25.5,25.3,25.3,20.9,76.72,2
2023-02-21T08:00:00,82.3,25.8,25.8,21.1,75.31,2
2023-02-21T09:00:00,137.3,26.7,28.5,21.1,71.22,1
2023-02-21T10:00:00,157.6,28.3,31.1,22,68.79,1
2023-02-21T11:00:00,152.6,29.8,32.9,21.9,62.69,1
2023-02-21T12:00:00,179.3,31,35.3,22.8,61.64,1
2023-02-21T13:00:00,179.3,31.7,36.1,22.7,58.96,1
2023-02-21T14:00:00,196.3,32.3,36.3,22.2,55.25,1
2023-02-21T15:00:00,188.1,29.8,34.5,23.7,69.94,1
2023-02-21T16:00:00,187.8,31.1,36.4,23.8,65.27,1
2023-02-21T17:00:00,198.2,31.7,37.2,23.7,62.7,1
2023-02-21T18:00:00,148.1,30,35.1,24,70.29,1
2023-02-21T19:00:00,130.9,28.8,32.5,23.1,71.25,1
2023-02-21T20:00:00,92.2,28.1,31.4,23,74.06,1
2023-02-21T21:00:00,64,25,25,23,88.63,2
2023-02-21T22:00:00,36.5,26,26,24,88.71,2
2023-02-21T23:00:00,35.9,26.2,26.2,23.7,86.37,1
2023-02-22T00:00:00,26.6,26,26,24,88.74,2
2023-02-22T01:00:00,23.2,25.8,25.8,22.8,83.52,2
2023-02-22T02:00:00,21,25.9,25.9,22.1,79.49,2
2023-02-22T03:00:00,22.7,26,26,22,78.68,2
2023-02-22T04:00:00,25.2,26,26,21,74.01,2
2023-02-22T05:00:00,24.5,25.8,25.8,21,75.01,2
2023-02-22T06:00:00,20.6,26,26,21,74.03,2
2023-02-22T07:00:00,26,25.8,25.8,20.9,74.52,2
2023-02-22T08:00:00,87.8,25.9,25.9,20.2,70.85,2
2023-02-22T09:00:00,147.2,26,26,21,74.03,2
2023-02-22T10:00:00,152.5,28,30.7,22,69.98,1
2023-02-22T11:00:00,161.1,29.1,31.5,21.2,62.56,1
2023-02-22T12:00:00,155.2,30.3,33.8,22.2,61.91,1
2023-02-22T13:00:00,169.2,31.3,35.1,22.2,58.48,1
2023-02-22T14:00:00,142.8,32.1,35.9,22.1,55.58,1
2023-02-22T15:00:00,206.4,31.8,35.3,21.8,55.5,2
2023-02-22T16:00:00,201.8,30.1,35.1,23.9,69.52,2
2023-02-22T17:00:00,174.7,29.1,33.8,24.1,74.42,1
2023-02-22T18:00:00,137.9,30,35.1,24,70.31,1
2023-02-22T19:00:00,107.3,28,31.4,23.2,75.05,1
2023-02-22T20:00:00,104,27,30,23.8,82.51,1
2023-02-22T21:00:00,73.8,26.8,29.7,24.1,85.06,1
2023-02-22T22:00:00,33.9,27,30.1,24,83.66,1
2023-02-22T23:00:00,25,26.8,29.3,23.2,80.67,1
2023-02-23T00:00:00,18.8,26.1,26.1,23.8,87.24,1
2023-02-23T01:00:00,16.1,26.1,26.1,22.9,82.75,1
2023-02-23T02:00:00,15.3,25.1,25.1,22.8,87.21,2
2023-02-23T03:00:00,14.5,24.8,24.8,22.9,89.29,2
2023-02-23T04:00:00,17.3,25,25,23,88.7,2
2023-02-23T05:00:00,17,24.8,24.8,22.9,89.29,2
2023-02-23T06:00:00,13.2,25,25,23,88.68,2
2023-02-23T07:00:00,21.5,24.8,24.8,22.1,84.92,2
2023-02-23T08:00:00,83.5,25,25,22.1,83.77,2
2023-02-23T09:00:00,133.4,27,29.2,22,74.18,1
2023-02-23T10:00:00,163.9,28.8,31.2,21.2,63.58,1
2023-02-23T11:00:00,151,29.8,32.2,20.9,58.96,1
2023-02-23T12:00:00,154.9,31,34.6,22,58.82,1
2023-02-23T13:00:00,163.1,31.7,35.2,21.7,55.53,1
2023-02-23T14:00:00,185.5,32,36,22.2,56.16,1
2023-02-23T15:00:00,194.9,32,35.1,21.2,52.84,1
2023-02-23T16:00:00,177.8,30.1,35.3,24.1,70.25,1
2023-02-23T17:00:00,153.2,29.1,34.4,24.7,77.41,1
2023-02-23T18:00:00,103.8,27.1,30.9,25.2,89.34,1
2023-02-23T19:00:00,84.5,25.8,25.8,24.1,90.19,2
2023-02-23T20:00:00,79,25.8,25.8,24.9,94.86,2
2023-02-23T21:00:00,78.9,26,26,24.9,93.59,2
2023-02-23T22:00:00,37.3,26,26,25,94.21,2
2023-02-23T23:00:00,19.8,26,26,25,94.21,2
2023-02-24T00:00:00,14.6,25.8,25.8,24.9,94.83,2
2023-02-24T01:00:00,11.3,25.1,25.1,24.1,94.17,2
2023-02-24T02:00:00,10,25.7,25.7,23.1,85.3,2
2023-02-24T03:00:00,12.9,26,26,23,83.61,2
2023-02-24T04:00:00,12.1,26,26,23,83.61,2
2023-02-24T05:00:00,12.3,25.1,25.1,22,83.22,2
2023-02-24T06:00:00,15.1,25.1,25.1,21.9,82.64,2
2023-02-24T07:00:00,23.5,25,25,21,78.54,2
2023-02-24T08:00:00,67.4,25.1,25.1,22.1,83.5,2
2023-02-24T09:00:00,118.6,26.8,28.8,21.8,74.13,1
2023-02-24T10:00:00,152.8,28.1,30.6,21.8,68.73,1
2023-02-24T11:00:00,139.8,29.8,32.8,21.7,62.01,1
2023-02-24T12:00:00,133.5,31.1,34.7,22.1,58.83,1
2023-02-24T13:00:00,130.8,32.1,35.7,21.8,54.62,1
2023-02-24T14:00:00,156,30.8,36.1,23.9,66.73,1
2023-02-24T15:00:00,155.1,30,35.1,24,70.26,1
2023-02-24T16:00:00,154.6,31,36.6,24,66.35,1
2023-02-24T17:00:00,152.9,30.7,36.2,24,67.44,1
2023-02-24T18:00:00,120.8,28.1,32.1,24,78.62,1
2023-02-24T19:00:00,120.1,27.8,31.6,24,79.94,1
2023-02-24T20:00:00,108.2,27.1,30.3,24.2,84.28,1
2023-02-24T21:00:00,70.5,27,30.5,24.8,87.65,1
2023-02-24T22:00:00,39.1,26,26,24,88.76,2
2023-02-24T23:00:00,27.2,24.8,24.8,23.9,94.8,2
2023-02-25T00:00:00,23.1,24.8,24.8,23.8,94.16,2
2023-02-25T01:00:00,22.4,25,25,23,88.68,2
2023-02-25T02:00:00,22.1,25.1,25.1,23.7,92.29,2
2023-02-25T03:00:00,19.9,24,24,24,99.94,2
2023-02-25T04:00:00,22.9,24,24,23.1,94.46,2
2023-02-25T05:00:00,21.2,23.8,23.8,23,95.43,2
2023-02-25T06:00:00,16.7,24,24,23,94.12,2
2023-02-25T07:00:00,19.1,24,24,22.9,93.5,2
2023-02-25T08:00:00,34.3,24,24,22.7,92.54,2
2023-02-25T09:00:00,58.5,26,26,23,83.59,2
2023-02-25T10:00:00,74.4,28,31.4,23.2,75.08,1
2023-02-25T11:00:00,80.2,30.1,34.1,22.9,65.53,1
2023-02-25T12:00:00,86.5,30.1,33.4,22.1,62.28,1
2023-02-25T13:00:00,97.7,31,35.2,22.7,61.42,1
2023-02-25T14:00:00,110.6,31.8,36.3,22.8,58.96,1
2023-02-25T15:00:00,88,32,36.9,23.1,59.21,1
2023-02-25T16:00:00,88.7,31,35.5,23,62.41,1
2023-02-25T17:00:00,86.5,29.2,33.9,24.1,73.95,1
2023-02-25T18:00:00,63.4,28.8,33.1,23.9,74.96,1
2023-02-25T19:00:00,57.3,27.8,31.5,23.9,79.45,1
2023-02-25T20:00:00,49.7,26.8,29.6,23.9,84.21,1
2023-02-25T21:00:00,40.9,26,26,24,88.75,2
2023-02-25T22:00:00,22.3,25.7,25.7,23.7,88.74,2
2023-02-25T23:00:00,16.9,26,26,22.2,79.49,2
2023-02-26T00:00:00,16.5,25.8,25.8,22.1,80.03,2
2023-02-26T01:00:00,13.6,26,26,21,74.05,2
2023-02-26T02:00:00,13.6,25.8,25.8,20.9,74.51,2
2023-02-26T03:00:00,14.5,25.1,25.1,20.1,73.88,2
2023-02-26T04:00:00,14.7,25,25,20,73.87,2
2023-02-26T05:00:00,14.5,25.2,25.2,19.1,68.98,2
2023-02-26T06:00:00,9.4,25,25,19,69.42,2
2023-02-26T07:00:00,15.6,25.1,25.1,19.1,69.45,2
2023-02-26T08:00:00,33.6,25.2,25.2,19.2,69.48,2
2023-02-26T09:00:00,46.4,27,28.5,20,65.55,1
2023-02-26T10:00:00,70.9,28.3,29.9,19.8,59.97,1
2023-02-26T11:00:00,81.9,30.8,32.8,20.1,52.86,1
2023-02-26T12:00:00,84.6,32.1,34.8,20.7,51.18,1
2023-02-26T13:00:00,85.5,32,34.3,20.2,49.64,1
2023-02-26T14:00:00,99.7,33.7,37.1,21.2,47.94,1
2023-02-26T15:00:00,98,33.8,36.9,20.8,46.64,1
2023-02-26T16:00:00,88.1,33.7,37,21,47.45,1
2023-02-26T17:00:00,94.7,32.7,34.9,19.9,46.85,1
2023-02-26T18:00:00,86.7,29.8,32.2,20.8,58.49,1
2023-02-26T19:00:00,77.4,28,29.6,19.9,61.37,1
2023-02-26T20:00:00,69,27.8,29.4,19.9,62.2,1
2023-02-26T21:00:00,60.6,27,28.5,20,65.57,1
2023-02-26T22:00:00,43.4,27,28.5,20,65.55,1
2023-02-26T23:00:00,40.3,27,28.5,19.9,65.11,1
2023-02-27T00:00:00,31,27,28.8,21,69.7,1
2023-02-27T01:00:00,22.8,26.1,26.1,20.7,72.42,1
2023-02-27T02:00:00,23.9,26.1,26.1,20.9,73.22,1
2023-02-27T03:00:00,18.4,25.1,25.1,22.2,83.98,2
2023-02-27T04:00:00,21.8,25,25,21,78.48,2
2023-02-27T05:00:00,20.5,24.1,24.1,21.2,83.86,2
2023-02-27T06:00:00,21.8,24,24,21.1,83.6,2
2023-02-27T07:00:00,26.1,24.1,24.1,21.1,83.32,2
2023-02-27T08:00:00,84.3,23.8,23.8,21.7,88.22,2
2023-02-27T09:00:00,141.3,25,25,22,83.41,2
2023-02-27T10:00:00,168,26.8,28.9,22.2,75.86,1
2023-02-27T11:00:00,174.4,28.1,30.2,21,65.52,1
2023-02-27T12:00:00,182,29.1,31.9,21.7,64.59,1
2023-02-27T13:00:00,175.5,31.1,34.5,21.9,58.21,1
2023-02-27T14:00:00,191.2,29.8,33.6,22.7,65.84,1
2023-02-27T15:00:00,192.1,29.3,33.1,22.9,68.4,1
2023-02-27T16:00:00,164.7,29.7,33.7,22.9,66.74,1
2023-02-27T17:00:00,135.3,28.8,32.4,23,70.98,1
2023-02-27T18:00:00,92.9,28,31.3,23,74.24,1
2023-02-27T19:00:00,90.6,27.1,30.2,23.9,82.77,1
2023-02-27T20:00:00,77.1,26.8,29.6,23.8,83.61,1
2023-02-27T21:00:00,60.6,25.8,25.8,23,84.67,2
2023-02-27T22:00:00,27,25.1,25.1,23.1,88.66,2
2023-02-27T23:00:00,19.3,25,25,23.2,89.59,2
2023-02-28T00:00:00,17.7,25,25,23.8,92.88,2
2023-02-28T01:00:00,15.6,25,25,23,88.68,2
2023-02-28T02:00:00,12.2,23.9,23.9,23,94.76,2
2023-02-28T03:00:00,13.4,24,24,23,94.12,2
2023-02-28T04:00:00,14.8,24.1,24.1,23.1,94.12,2
2023-02-28T05:00:00,13.3,24.1,24.1,23,93.8,2
2023-02-28T06:00:00,16.4,24.1,24.1,23.1,94.13,2
2023-02-28T07:00:00,24.1,24,24,23,94.12,2
2023-02-28T08:00:00,75.7,24,24,22.7,92.53,2
2023-02-28T09:00:00,150.7,26,26,22.9,83,2
2023-02-28T10:00:00,179.9,28.1,31.2,22.8,73.04,1
2023-02-28T11:00:00,154.2,28.8,31.7,22,66.84,1
2023-02-28T12:00:00,161.9,29.8,33.6,22.8,66.1,1
2023-02-28T13:00:00,144.2,30,33.3,22,62.26,1
2023-02-28T14:00:00,158,27.8,30.9,22.9,74.7,1
2023-02-28T15:00:00,177.2,30,33.3,22,62.27,1
2023-02-28T16:00:00,159.2,29,33.5,23.9,73.96,1
2023-02-28T17:00:00,139.6,28.8,33,23.7,74.21,1
2023-02-28T18:00:00,110.6,28.1,31.5,23.2,74.9,1
2023-02-28T19:00:00,93,26.3,26.3,23.8,86.14,1
2023-02-28T20:00:00,64.3,25.2,25.2,24,93.25,2
2023-02-28T21:00:00,61.7,25,25,24,94.19,2
2023-02-28T22:00:00,30,25,25,24,94.19,2
2023-02-28T23:00:00,19.4,25.1,25.1,24.1,94.19,2
2023-03-01T00:00:00,13.9,25,25,24,94.19,2
2023-03-01T01:00:00,13.1,24.8,24.8,24,95.47,2
