datetime,energy,temp,feelslike,dew,humidity,
2022-06-04T17:00:00,68.1,30.8,37.3,24.9,70.85,
2022-06-04T18:00:00,58.6,30,35.1,24,70.3,
2022-06-04T19:00:00,49,29,33.6,24,74.41,
2022-06-04T20:00:00,42.8,27.8,31.7,24.2,80.7,
2022-06-04T21:00:00,40.6,28,32,24,78.88,
2022-06-04T22:00:00,30,27,30.1,24,83.63,
2022-06-04T23:00:00,19.7,27.1,30.2,23.9,82.75,
2022-06-05T00:00:00,17.4,27,30.1,24,83.66,
2022-06-05T01:00:00,14.1,27,30.1,24,83.63,
2022-06-05T02:00:00,14.2,26.1,26.1,23.2,84.12,
2022-06-05T03:00:00,17.5,25,25,24,94.14,
2022-06-05T04:00:00,19.2,25,25,24,94.14,
2022-06-05T05:00:00,16.5,24.9,24.9,24,94.78,
2022-06-05T06:00:00,16.1,25,25,24,94.14,
2022-06-05T07:00:00,17,25,25,24,94.17,
2022-06-05T08:00:00,35,25.9,25.9,24,89.33,
2022-06-05T09:00:00,48.9,28,32.7,25,83.74,
2022-06-05T10:00:00,67,30,35.1,24,70.31,
2022-06-05T11:00:00,52.7,25,25,24,94.1,
2022-06-05T12:00:00,61,25,25,23,88.63,
2022-06-05T13:00:00,67,26,26,23,83.57,
2022-06-05T14:00:00,58.5,28.7,31.8,22.2,67.79,
2022-06-05T15:00:00,61,29,32.8,23,70.09,
2022-06-05T16:00:00,67.3,30,33.3,22,62.28,
2022-06-05T17:00:00,58.7,29.8,34.7,23.9,70.67,
2022-06-05T18:00:00,55.1,30,34.2,23,66.16,
2022-06-05T19:00:00,38.3,29,33.6,24,74.43,
2022-06-05T20:00:00,34.3,27.7,31.5,24.1,80.46,
2022-06-05T21:00:00,34.7,27,30.1,24,83.63,
2022-06-05T22:00:00,23,26,26,24,88.69,
2022-06-05T23:00:00,14.7,26.1,26.1,24.1,88.73,
2022-06-06T00:00:00,16.5,26,26,24,88.71,
2022-06-06T01:00:00,15.6,26,26,24,88.74,
2022-06-06T02:00:00,13.4,25.2,25.2,24.1,93.52,
2022-06-06T03:00:00,18.1,25,25,24,94.14,
2022-06-06T04:00:00,17,26,26,24,88.76,
2022-06-06T05:00:00,16.1,25.8,25.8,24,89.94,
2022-06-06T06:00:00,15.9,25,25,24,94.17,
2022-06-06T07:00:00,17.2,25,25,24,94.19,
2022-06-06T08:00:00,44.1,26.1,26.1,24.2,89.37,
2022-06-06T09:00:00,48.8,28,32.7,25,83.77,
2022-06-06T10:00:00,55.3,30,36.2,25,74.57,
2022-06-06T11:00:00,67.2,30.8,38.4,25.8,74.69,
2022-06-06T12:00:00,68.1,31,37.8,25,70.42,
2022-06-06T13:00:00,75.5,32,37.9,24,62.67,
2022-06-06T14:00:00,73,32.1,38.2,24.2,63.1,
2022-06-06T15:00:00,99.7,32,37.9,24,62.67,
2022-06-06T16:00:00,91.9,31,36.6,24,66.33,
2022-06-06T17:00:00,85.4,31.7,37.6,24.1,63.92,
2022-06-06T18:00:00,61.3,32,37.9,24,62.68,
2022-06-06T19:00:00,51.4,30,34.2,23,66.23,
2022-06-06T20:00:00,44.9,29,33.4,23.8,73.49,
2022-06-06T21:00:00,42.8,28,32.7,25,83.77,
2022-06-06T22:00:00,25.6,28,32.7,25,83.77,
2022-06-06T23:00:00,21.6,27.9,32.3,24.8,83.22,
2022-06-07T00:00:00,19.8,28,32.7,25,83.81,
2022-06-07T01:00:00,18,28,32.7,25,83.81,
2022-06-07T02:00:00,16.5,27.2,30.9,24.8,86.78,
2022-06-07T03:00:00,19.7,27,30.6,25,88.81,
2022-06-07T04:00:00,19.9,26,26,24,88.76,
2022-06-07T05:00:00,18.2,26.1,26.1,24.1,88.76,
2022-06-07T06:00:00,19.9,26,26,24,88.76,
2022-06-07T07:00:00,31.6,26,26,24,88.76,
2022-06-07T08:00:00,116.9,25.8,25.8,23.2,85.58,
2022-06-07T09:00:00,204.9,28,32,24,78.92,
2022-06-07T10:00:00,202.1,29,33.6,24,74.47,
2022-06-07T11:00:00,215.2,30.9,37.3,24.8,70,
2022-06-07T12:00:00,174.5,27,30.1,24,83.61,
2022-06-07T13:00:00,185.8,29,33.6,24,74.43,
2022-06-07T14:00:00,201.7,30.9,38.6,25.8,74.32,
2022-06-07T15:00:00,223,30,36.2,25,74.59,
2022-06-07T16:00:00,193.9,30,37.5,26,79.15,
2022-06-07T17:00:00,181.7,30.8,37,24.7,70.26,
2022-06-07T18:00:00,123,30,36.2,25,74.67,
2022-06-07T19:00:00,93.1,29,35.6,26,83.9,
2022-06-07T20:00:00,81.5,27.9,33.1,25.7,88.01,
2022-06-07T21:00:00,73.9,27,31.2,26,94.25,
2022-06-07T22:00:00,41.1,27,31.2,26,94.25,
2022-06-07T23:00:00,26.5,27.2,31.1,25.2,88.85,
2022-06-08T00:00:00,28.4,27,30.6,25,88.84,
2022-06-08T01:00:00,24.1,27,30.6,25,88.86,
2022-06-08T02:00:00,17.2,26.7,30,25.1,90.65,
2022-06-08T03:00:00,16.3,27,30.6,25,88.84,
2022-06-08T04:00:00,16.1,27,30.6,25,88.84,
2022-06-08T05:00:00,14.9,26.1,26.1,24.8,92.64,
2022-06-08T06:00:00,16,26,26,24,88.76,
2022-06-08T07:00:00,24.8,26,26,25,94.21,
2022-06-08T08:00:00,118,26.8,30,24.8,88.8,
2022-06-08T09:00:00,171.1,27,30.6,25,88.81,
2022-06-08T10:00:00,176.3,27,31.2,26,94.22,
2022-06-08T11:00:00,169.7,24.9,24.9,24.2,95.79,
2022-06-08T12:00:00,146.7,26,26,24,88.71,
2022-06-08T13:00:00,161.9,26,26,25,94.11,
2022-06-08T14:00:00,165.5,26.2,26.2,25.2,94.07,
2022-06-08T15:00:00,182.2,28,32.7,25,83.68,
2022-06-08T16:00:00,147.5,30,36.2,25,74.55,
2022-06-08T17:00:00,149.5,31.2,36.7,23.9,65.28,
2022-06-08T18:00:00,106.1,30,36.2,25,74.57,
2022-06-08T19:00:00,78.8,29,34.6,25,79.04,
2022-06-08T20:00:00,70.7,27.1,30.3,24.2,84.21,
2022-06-08T21:00:00,61.6,27,30.6,25,88.81,
2022-06-08T22:00:00,38.3,26,26,25,94.18,
2022-06-08T23:00:00,27.1,26.2,26.2,24.8,92,
2022-06-09T00:00:00,25.9,27,30.6,25,88.81,
2022-06-09T01:00:00,25.6,26,26,25,94.21,
2022-06-09T02:00:00,22.5,26.2,26.2,24.8,92.05,
2022-06-09T03:00:00,24.1,27,30.6,25,88.86,
2022-06-09T04:00:00,23.3,25,25,23,88.7,
2022-06-09T05:00:00,19.2,24.8,24.8,22.8,88.69,
2022-06-09T06:00:00,21.4,24,24,23,94.15,
2022-06-09T07:00:00,29.1,24,24,23,94.15,
2022-06-09T08:00:00,120.9,25.7,25.7,23.1,85.31,
2022-06-09T09:00:00,163.4,28,31.9,24,78.96,
2022-06-09T10:00:00,191.3,30,36.2,25,74.65,
2022-06-09T11:00:00,203.1,30.9,36.6,24.2,67.49,
2022-06-09T12:00:00,215.5,32,37.9,24,62.7,
2022-06-09T13:00:00,191.8,32,39.2,25,66.53,
2022-06-09T14:00:00,211.9,30,37.5,26,79.33,
2022-06-09T15:00:00,206.1,30,40.4,28,88.88,
2022-06-09T16:00:00,119.9,30,37.4,26,79.17,
2022-06-09T17:00:00,110,26.2,26.2,24.8,92.05,
2022-06-09T18:00:00,88.5,25,25,24,94.19,
2022-06-09T19:00:00,68.2,26,26,24,88.78,
2022-06-09T20:00:00,68.2,25.9,25.9,24.8,93.58,
2022-06-09T21:00:00,62.9,26,26,25,94.23,
2022-06-09T22:00:00,40.6,26,26,25,94.23,
2022-06-09T23:00:00,29.7,25.7,25.7,24.1,90.58,
2022-06-10T00:00:00,29.9,25,25,24,94.19,
2022-06-10T01:00:00,29.7,25,25,24,94.17,
2022-06-10T02:00:00,26.9,25.1,25.1,24.1,94.19,
2022-06-10T03:00:00,23.9,25,25,24,94.19,
2022-06-10T04:00:00,27,25,25,24,94.19,
2022-06-10T05:00:00,24,24.8,24.8,23.9,94.82,
2022-06-10T06:00:00,25.6,25,25,24,94.19,
2022-06-10T07:00:00,32.7,24,24,24,99.97,
2022-06-10T08:00:00,80.6,25,25,24.1,94.51,
2022-06-10T09:00:00,123.7,27,30.6,25,88.84,
2022-06-10T10:00:00,120.1,29,34.6,25,79.06,
2022-06-10T11:00:00,128.5,30.1,36,24.8,73.39,
2022-06-10T12:00:00,119.4,31,37.8,25,70.44,
2022-06-10T13:00:00,120.9,32,40.6,26,70.6,
2022-06-10T14:00:00,149.5,32.1,39.3,25,66.35,
2022-06-10T15:00:00,169.5,33,40.6,25,62.93,
2022-06-10T16:00:00,156,32,39.2,25,66.58,
2022-06-10T17:00:00,139.1,31.8,37.8,24.2,64.17,
2022-06-10T18:00:00,129.2,30,35.1,24,70.29,
2022-06-10T19:00:00,91.7,29,34.5,25,79.02,
2022-06-10T20:00:00,58,27.8,31.7,24.2,80.77,
2022-06-10T21:00:00,42.2,27,30.1,24,83.66,
2022-06-10T22:00:00,29.6,27,30.6,25,88.79,
2022-06-10T23:00:00,15.9,27.1,30.6,24.7,87.04,
2022-06-11T00:00:00,14.1,27,30.1,24,83.68,
2022-06-11T01:00:00,11.8,27,30.6,25,88.81,
2022-06-11T02:00:00,12.3,26.9,29.9,24.1,84.52,
2022-06-11T03:00:00,11,26,26,25,94.21,
2022-06-11T04:00:00,13.3,26,26,24,88.76,
2022-06-11T05:00:00,9.4,26.1,26.1,24.1,88.76,
2022-06-11T06:00:00,10.4,26,26,24,88.78,
2022-06-11T07:00:00,11.8,26,26,24,88.78,
2022-06-11T08:00:00,26.6,26.2,26.2,24.1,88.18,
2022-06-11T09:00:00,30.5,26,26,25,94.18,
2022-06-11T10:00:00,32.8,25,25,25,99.92,
2022-06-11T11:00:00,44.4,25.2,25.2,24.9,98.25,
2022-06-11T12:00:00,49.1,27,30.6,25,88.77,
2022-06-11T13:00:00,57,28,32.7,25,83.72,
2022-06-11T14:00:00,55.9,28.2,33.7,25.8,86.84,
2022-06-11T15:00:00,49.8,27,30.6,25,88.81,
2022-06-11T16:00:00,47.9,28,32.7,25,83.81,
2022-06-11T17:00:00,58.4,27.2,31,25.1,88.26,
2022-06-11T18:00:00,33.5,27,30.6,25,88.84,
2022-06-11T19:00:00,28.6,25,25,23,88.7,
2022-06-11T20:00:00,29.3,25,25,23.9,93.55,
2022-06-11T21:00:00,23.7,25,25,24,94.19,
2022-06-11T22:00:00,12.3,24,24,23,94.18,
2022-06-11T23:00:00,11.7,24.1,24.1,23,93.83,
2022-06-12T00:00:00,13.9,24,24,23,94.18,
2022-06-12T01:00:00,9.4,24,24,23,94.15,
2022-06-12T02:00:00,10.9,24,24,23.2,95.12,
2022-06-12T03:00:00,15.6,24,24,23,94.15,
2022-06-12T04:00:00,13,23,23,23,100,
2022-06-12T05:00:00,11,23.1,23.1,22.8,98.3,
2022-06-12T06:00:00,9.4,23,23,23,100,
2022-06-12T07:00:00,10.3,23,23,23,100,
2022-06-12T08:00:00,26,23.9,23.9,23.2,95.78,
2022-06-12T09:00:00,36.8,25,25,23,88.68,
2022-06-12T10:00:00,46.7,27,30.1,24,83.65,
2022-06-12T11:00:00,55.9,29.1,32.8,23,69.86,
2022-06-12T12:00:00,59.4,31,35.5,23,62.48,
2022-06-12T13:00:00,70.5,32,36.8,23,59.03,
2022-06-12T14:00:00,62.8,31.9,35.7,22.1,56.11,
2022-06-12T15:00:00,55.9,32,36.8,23,59.03,
2022-06-12T16:00:00,62.5,31,35.5,23,62.52,
2022-06-12T17:00:00,45.2,30.1,35.1,23.9,69.54,
2022-06-12T18:00:00,42.2,30,35.1,24,70.26,
2022-06-12T19:00:00,40.2,29,34.6,25,79.06,
2022-06-12T20:00:00,41.7,28,32.6,24.9,83.22,
2022-06-12T21:00:00,39,28,32.7,25,83.77,
2022-06-12T22:00:00,18.2,27,30.6,25,88.79,
2022-06-12T23:00:00,12.9,26.8,30,24.8,88.78,
2022-06-13T00:00:00,14.8,27,30.6,25,88.81,
2022-06-13T01:00:00,15.1,27,30.6,25,88.81,
2022-06-13T02:00:00,13.5,26.2,26.2,24.8,92.01,
2022-06-13T03:00:00,16.4,26,26,25,94.21,
2022-06-13T04:00:00,16.7,26,26,25,94.21,
2022-06-13T05:00:00,13.3,25.8,25.8,24.8,94.2,
2022-06-13T06:00:00,15.5,26,26,24,88.76,
2022-06-13T07:00:00,24.6,26,26,24,88.76,
2022-06-13T08:00:00,126.2,26.7,29.9,24.9,89.71,
2022-06-13T09:00:00,113,28,32.7,25,83.77,
2022-06-13T10:00:00,171.8,29,34.6,25,79.04,
2022-06-13T11:00:00,165.1,30.7,37.1,24.8,70.65,
2022-06-13T12:00:00,170.7,32,39.2,25,66.58,
2022-06-13T13:00:00,181.6,33,40.6,25,62.91,
2022-06-13T14:00:00,215,33.2,39.5,24,58.71,
2022-06-13T15:00:00,233.4,31,39.1,26,74.71,
2022-06-13T16:00:00,193.7,31,37.8,25,70.44,
2022-06-13T17:00:00,133.8,28.9,34.2,24.9,79.04,
2022-06-13T18:00:00,83.1,25,25,24,94.14,
2022-06-13T19:00:00,56.1,25,25,24,94.17,
2022-06-13T20:00:00,42.9,24.9,24.9,24,94.81,
2022-06-13T21:00:00,35,25,25,24,94.17,
2022-06-13T22:00:00,21,25,25,24,94.17,
2022-06-13T23:00:00,16.1,24.9,24.9,23.8,93.53,
2022-06-14T00:00:00,22.8,25,25,24,94.19,
2022-06-14T01:00:00,30.9,24,24,24,99.94,
2022-06-14T02:00:00,18.1,24,24,23.2,95.13,
2022-06-14T03:00:00,16.6,24,24,23,94.15,
2022-06-14T04:00:00,15.1,24,24,23,94.15,
2022-06-14T05:00:00,14.4,24.1,24.1,23,93.83,
2022-06-14T06:00:00,14.6,24,24,23,94.15,
2022-06-14T07:00:00,25.1,24,24,23,94.12,
2022-06-14T08:00:00,109.9,24.9,24.9,23.8,93.54,
2022-06-14T09:00:00,140.4,25,25,24,94.14,
2022-06-14T10:00:00,152.5,25,25,24,94.11,
2022-06-14T11:00:00,151.6,26.9,29.9,24.1,84.47,
2022-06-14T12:00:00,155.6,29,33.6,24,74.45,
2022-06-14T13:00:00,166.7,30,36.2,25,74.57,
2022-06-14T14:00:00,190.5,31.2,37.7,24.8,68.82,
2022-06-14T15:00:00,219.5,31,37.8,25,70.38,
2022-06-14T16:00:00,202.3,31,35.5,23,62.47,
2022-06-14T17:00:00,130.9,30.8,35.4,23.2,63.93,
2022-06-14T18:00:00,97.4,29,33.6,24,74.41,
2022-06-14T19:00:00,78.9,28,32,24,78.84,
2022-06-14T20:00:00,54,27.1,30.3,24.1,83.59,
2022-06-14T21:00:00,49.2,27,30.1,24,83.61,
2022-06-14T22:00:00,23.4,26,26,24,88.71,
2022-06-14T23:00:00,16.9,25.9,25.9,24,89.32,
2022-06-15T00:00:00,21.3,26,26,24,88.74,
2022-06-15T01:00:00,17.7,26,26,24,88.74,
2022-06-15T02:00:00,18.2,25.1,25.1,23.8,92.59,
2022-06-15T03:00:00,18.6,25,25,24,94.17,
2022-06-15T04:00:00,16.2,25,25,23,88.68,
2022-06-15T05:00:00,15.7,25.1,25.1,22.9,87.79,
2022-06-15T06:00:00,14.2,25,25,23,88.68,
2022-06-15T07:00:00,30.5,25,25,23,88.7,
2022-06-15T08:00:00,114.4,26.1,26.1,23.2,84.17,
2022-06-15T09:00:00,140.6,26,26,23,83.54,
2022-06-15T10:00:00,161.3,26,26,24,88.66,
2022-06-15T11:00:00,177.8,29.2,35.7,25.8,81.88,
2022-06-15T12:00:00,165.6,31,37.8,25,70.46,
2022-06-15T13:00:00,126.5,27,30.7,25,88.72,
2022-06-15T14:00:00,124.5,27.7,32.8,25.8,89.07,
2022-06-15T15:00:00,132.8,27,30.7,25,88.72,
2022-06-15T16:00:00,129.1,26,26,25,94.11,
2022-06-15T17:00:00,91.3,26.2,26.2,23.9,87.22,
2022-06-15T18:00:00,69.2,27,30.1,24,83.66,
2022-06-15T19:00:00,57.3,27,30.1,24,83.63,
2022-06-15T20:00:00,49.6,26,26,24.1,89,
2022-06-15T21:00:00,43.5,26,26,24,88.71,
2022-06-15T22:00:00,27.3,25,25,24,94.11,
2022-06-15T23:00:00,24.4,24.9,24.9,24,94.74,
2022-06-16T00:00:00,26.5,25,25,23,88.66,
2022-06-16T01:00:00,25,25,25,23,88.66,
2022-06-16T02:00:00,21.3,24.9,24.9,22.9,88.65,
2022-06-16T03:00:00,26.6,25,25,23,88.66,
2022-06-16T04:00:00,23.1,25,25,23,88.63,
2022-06-16T05:00:00,22.2,24.9,24.9,23.1,89.58,
2022-06-16T06:00:00,23.6,25,25,23,88.66,
2022-06-16T07:00:00,28.4,24,24,23,94.1,
2022-06-16T08:00:00,89.9,24.8,24.8,22.9,89.25,
2022-06-16T09:00:00,157.4,27,29.6,23,78.76,
2022-06-16T10:00:00,180.8,28,31.9,24,78.9,
2022-06-16T11:00:00,144,29.9,34.7,23.8,69.79,
2022-06-16T12:00:00,163.4,31,36.6,24,66.36,
2022-06-16T13:00:00,157.5,31,36.6,24,66.33,
2022-06-16T14:00:00,170.1,32.1,38.9,24.7,65.2,
2022-06-16T15:00:00,200.1,31,36.6,24,66.33,
2022-06-16T16:00:00,186.4,31,37.8,25,70.38,
2022-06-16T17:00:00,139.7,30.8,37.3,24.9,70.84,
2022-06-16T18:00:00,96.6,30,36.2,25,74.57,
2022-06-16T19:00:00,78.5,29,34.6,25,79.02,
2022-06-16T20:00:00,59.7,28,32.6,24.9,83.17,
2022-06-16T21:00:00,54.3,28,32.7,25,83.74,
2022-06-16T22:00:00,32,28,31.9,24,78.96,
2022-06-16T23:00:00,20,27.7,31.4,23.9,79.73,
2022-06-17T00:00:00,17.1,27,29.6,23,78.82,
2022-06-17T01:00:00,23,26,26,23,83.59,
2022-06-17T02:00:00,23.3,26.1,26.1,23.8,87.28,
2022-06-17T03:00:00,21.8,26,26,24,88.78,
2022-06-17T04:00:00,20.7,26,26,24,88.78,
2022-06-17T05:00:00,18,25.8,25.8,24.2,90.89,
2022-06-17T06:00:00,18.2,25,25,24,94.19,
2022-06-17T07:00:00,23.7,25,25,24,94.19,
2022-06-17T08:00:00,88.3,25.8,25.8,24.2,90.87,
2022-06-17T09:00:00,118.8,28,32.7,25,83.79,
2022-06-17T10:00:00,127,29,34.6,25,79.04,
2022-06-17T11:00:00,124.8,29.9,35.8,24.8,74.07,
2022-06-17T12:00:00,141.4,32,39.2,25,66.56,
2022-06-17T13:00:00,134.7,30,37.5,26,79.11,
2022-06-17T14:00:00,132.2,29.7,36,25.2,76.53,
2022-06-17T15:00:00,123.2,27,31.2,26,94.2,
2022-06-17T16:00:00,89,29,35.6,26,83.94,
2022-06-17T17:00:00,59.1,26.1,26.1,23.8,87.28,
2022-06-17T18:00:00,46.3,26,26,24,88.76,
2022-06-17T19:00:00,35.5,26,26,24,88.74,
2022-06-17T20:00:00,29.1,24.9,24.9,23.8,93.54,
2022-06-17T21:00:00,27,25,25,24,94.19,
2022-06-17T22:00:00,18.5,25,25,24,94.19,
2022-06-17T23:00:00,19.2,24.8,24.8,23.7,93.86,
2022-06-18T00:00:00,15.5,24,24,24,99.97,
2022-06-18T01:00:00,15,24,24,24,99.97,
2022-06-18T02:00:00,9.9,24.2,24.2,23.2,94.15,
2022-06-18T03:00:00,9.7,24,24,23,94.15,
2022-06-18T04:00:00,9.6,24,24,24,99.97,
2022-06-18T05:00:00,8.7,24.1,24.1,23.2,94.79,
2022-06-18T06:00:00,7.3,24,24,23,94.15,
2022-06-18T07:00:00,7.3,24,24,23,94.15,
2022-06-18T08:00:00,31.3,24.7,24.7,23.2,91.13,
2022-06-18T09:00:00,36.1,26,26,24,88.76,
2022-06-18T10:00:00,49.3,27,30.1,24,83.68,
2022-06-18T11:00:00,52.5,29.1,34.4,24.8,77.73,
2022-06-18T12:00:00,61.8,30,35.1,24,70.29,
2022-06-18T13:00:00,69.8,31,36.6,24,66.38,
2022-06-18T14:00:00,83.9,32.2,38.2,24.1,62.32,
2022-06-18T15:00:00,69.2,33,39.3,24,59.27,
2022-06-18T16:00:00,69.5,31,39.1,26,74.73,
2022-06-18T17:00:00,62.1,30.1,36.4,25.1,74.56,
2022-06-18T18:00:00,38.3,29,35.6,26,83.79,
2022-06-18T19:00:00,28.3,29,34.6,25,79,
2022-06-18T20:00:00,23.7,24.8,24.8,23.2,90.8,
2022-06-18T21:00:00,25.4,24,24,23,94.1,
2022-06-18T22:00:00,23.7,24,24,24,99.94,
2022-06-18T23:00:00,15.6,24.1,24.1,23.2,94.79,
2022-06-19T00:00:00,16.1,24,24,23,94.15,
2022-06-19T01:00:00,14.2,24,24,23,94.15,
2022-06-19T02:00:00,14.7,24.1,24.1,23.1,94.15,
2022-06-19T03:00:00,17.1,24,24,23,94.15,
2022-06-19T04:00:00,16.1,23,23,23,99.97,
2022-06-19T05:00:00,13.1,23.7,23.7,23.1,96.09,
2022-06-19T06:00:00,14.5,23,23,23,100,
2022-06-19T07:00:00,16.3,24,24,23,94.18,
2022-06-19T08:00:00,29.2,24.7,24.7,23.2,91.13,
2022-06-19T09:00:00,46.2,26,26,24,88.74,
2022-06-19T10:00:00,58.8,28,32.7,25,83.74,
2022-06-19T11:00:00,60.6,29.2,34.6,24.8,77.22,
2022-06-19T12:00:00,72.2,30,35.1,24,70.28,
2022-06-19T13:00:00,72.7,30,36.2,25,74.61,
2022-06-19T14:00:00,70.7,30.9,37.3,24.8,69.95,
2022-06-19T15:00:00,58.4,31,36.6,24,66.35,
2022-06-19T16:00:00,64,32,37.9,24,62.7,
2022-06-19T17:00:00,59.4,31.7,37.6,24.1,63.95,
2022-06-19T18:00:00,51,31,37.7,25,70.48,
2022-06-19T19:00:00,32.3,30,36.2,25,74.61,
2022-06-19T20:00:00,34.6,28.2,33,25,82.94,
2022-06-19T21:00:00,47.8,28,32.7,25,83.77,
2022-06-19T22:00:00,23.2,28,32.7,25,83.81,
2022-06-19T23:00:00,18.8,27.1,30.6,24.8,87.35,
2022-06-20T00:00:00,15.4,27,30.6,25,88.84,
2022-06-20T01:00:00,19.6,27,30.6,25,88.81,
2022-06-20T02:00:00,12.4,26.2,26.2,24.8,92,
2022-06-20T03:00:00,15.9,27,30.6,25,88.84,
2022-06-20T04:00:00,15.6,26,26,24,88.76,
2022-06-20T05:00:00,15.8,26,26,24.1,89.08,
2022-06-20T06:00:00,15.2,26,26,24,88.76,
2022-06-20T07:00:00,24.4,26,26,25,94.21,
2022-06-20T08:00:00,98,25.1,25.1,23.1,88.71,
2022-06-20T09:00:00,122.1,24,24,23,94.12,
2022-06-20T10:00:00,128.4,26,26,24,88.76,
2022-06-20T11:00:00,123.9,26.7,29.5,23.9,84.52,
2022-06-20T12:00:00,132.2,27,30.1,24,83.7,
2022-06-20T13:00:00,143,28,31.9,24,78.98,
2022-06-20T14:00:00,147.8,28.9,33.3,23.9,74.49,
2022-06-20T15:00:00,164.9,30,35.1,24,70.33,
2022-06-20T16:00:00,163.7,29,33.6,24,74.47,
2022-06-20T17:00:00,130.5,28.1,32.6,24.8,82.34,
2022-06-20T18:00:00,81.2,28,32.7,25,83.74,
2022-06-20T19:00:00,66.7,27,30.1,24,83.68,
2022-06-20T20:00:00,38.3,26.1,26.1,24.2,89.34,
2022-06-20T21:00:00,33.1,26,26,24,88.76,
2022-06-20T22:00:00,30.4,25,25,24,94.11,
2022-06-20T23:00:00,18.1,25.8,25.8,23.8,88.72,
2022-06-21T00:00:00,13.6,26,26,24,88.74,
2022-06-21T01:00:00,11.5,26,26,24,88.76,
2022-06-21T02:00:00,9.4,25.8,25.8,23.9,89.35,
2022-06-21T03:00:00,12.2,26,26,24,88.76,
2022-06-21T04:00:00,13.1,25,25,24,94.19,
2022-06-21T05:00:00,11.1,24.9,24.9,23.9,94.19,
2022-06-21T06:00:00,11,25,25,23,88.7,
2022-06-21T07:00:00,17.3,24,24,23,94.15,
2022-06-21T08:00:00,59.5,25.2,25.2,23.8,91.98,
2022-06-21T09:00:00,160.1,27,30.1,24,83.65,
2022-06-21T10:00:00,180.9,29,33.6,24,74.43,
2022-06-21T11:00:00,187.6,30.1,35.3,24.1,70.28,
2022-06-21T12:00:00,142.7,31,37.7,25,70.38,
2022-06-21T13:00:00,146.7,30,36.2,25,74.51,
2022-06-21T14:00:00,171.4,31.7,37.6,24.1,63.89,
2022-06-21T15:00:00,193.5,31,36.6,24,66.33,
2022-06-21T16:00:00,160.1,30,35.1,24,70.22,
2022-06-21T17:00:00,104.4,29.7,34.9,24.2,72.15,
2022-06-21T18:00:00,61,29,34.6,25,79.02,
2022-06-21T19:00:00,46.6,28,32.7,25,83.72,
2022-06-21T20:00:00,47.7,27.2,31.1,25.1,88.18,
2022-06-21T21:00:00,37.2,27,30.6,25,88.79,
2022-06-21T22:00:00,26.9,27,30.6,25,88.79,
2022-06-21T23:00:00,25.9,26.8,30.2,25.1,90.3,
2022-06-22T00:00:00,26.2,27,30.6,25,88.81,
2022-06-22T01:00:00,27.7,26,26,25,94.21,
2022-06-22T02:00:00,19.2,24.9,24.9,22.8,88.05,
2022-06-22T03:00:00,14.8,25,25,23,88.7,
2022-06-22T04:00:00,15.3,25,25,24,94.19,
2022-06-22T05:00:00,15,24.1,24.1,23.2,94.8,
2022-06-22T06:00:00,16.6,24,24,23,94.17,
2022-06-22T07:00:00,18.2,23,23,23,100,
2022-06-22T08:00:00,83.7,23.8,23.8,23,95.45,
2022-06-22T09:00:00,136.3,24,24,23,94.15,
2022-06-22T10:00:00,132.2,26,26,24,88.74,
2022-06-22T11:00:00,138,26.9,29.8,23.9,83.64,
2022-06-22T12:00:00,145.4,29,33.6,24,74.45,
2022-06-22T13:00:00,126.2,29,33.6,24,74.41,
2022-06-22T14:00:00,143.1,29.9,35.7,24.7,73.81,
2022-06-22T15:00:00,157.9,30,35.1,24,70.26,
2022-06-22T16:00:00,161.1,30,35.1,24,70.26,
2022-06-22T17:00:00,138.2,29.9,33.9,22.9,66.14,
2022-06-22T18:00:00,78,30,35.1,24,70.24,
2022-06-22T19:00:00,65.4,29,34.6,25,79,
2022-06-22T20:00:00,39.2,26.9,30.3,24.8,88.16,
2022-06-22T21:00:00,27.4,26,26,24,88.71,
2022-06-22T22:00:00,21.2,26,26,25,94.16,
2022-06-22T23:00:00,17.4,25.2,25.2,24.7,97.27,
2022-06-23T00:00:00,11.4,26,26,24,88.76,
2022-06-23T01:00:00,10,26,26,25,94.21,
2022-06-23T02:00:00,12,26,26,24.2,89.67,
2022-06-23T03:00:00,13.3,26,26,24,88.74,
2022-06-23T04:00:00,13.6,25,25,24,94.19,
2022-06-23T05:00:00,11,24,24,23.1,94.49,
2022-06-23T06:00:00,12.3,24,24,23,94.17,
2022-06-23T07:00:00,16.4,24,24,23,94.15,
2022-06-23T08:00:00,83.4,24.7,24.7,23.2,91.14,
2022-06-23T09:00:00,120.6,25,25,24,94.17,
2022-06-23T10:00:00,124.7,25,25,24,94.11,
2022-06-23T11:00:00,133.1,26.9,30,24.2,85.05,
2022-06-23T12:00:00,147.5,29,33.6,24,74.51,
2022-06-23T13:00:00,140.3,30,35.1,24,70.33,
2022-06-23T14:00:00,151.3,30.9,36.6,24.2,67.51,
2022-06-23T15:00:00,158.1,31,36.6,24,66.38,
2022-06-23T16:00:00,162.7,31,36.6,24,66.37,
2022-06-23T17:00:00,124.5,30.2,35.3,23.9,69.09,
2022-06-23T18:00:00,83.2,30,34.2,23,66.16,
2022-06-23T19:00:00,55.6,29,33.6,24,74.41,
2022-06-23T20:00:00,41.7,27.1,30.3,24.2,84.18,
2022-06-23T21:00:00,34.3,27,30.1,24,83.66,
2022-06-23T22:00:00,21.1,26,26,24,88.71,
