datetime,energy,temp,feelslike,dew,humidity,
2022-01-01T00:00:00,19.3,25,25,24,94.19,
2022-01-01T01:00:00,9.2,25,25,25,99.97,
2022-01-01T02:00:00,8,24.2,24.2,23.9,98.3,
2022-01-01T03:00:00,8.2,25,25,24,94.19,
2022-01-01T04:00:00,8.9,24,24,23,94.15,
2022-01-01T05:00:00,8.4,23.2,23.2,22.8,97.63,
2022-01-01T06:00:00,6,24,24,23,94.18,
2022-01-01T07:00:00,11.8,24,24,23,94.15,
2022-01-01T08:00:00,12,23.8,23.8,22.9,94.79,
2022-01-01T09:00:00,15.4,24,24,23,94.15,
2022-01-01T10:00:00,22.1,26,26,24,88.76,
2022-01-01T11:00:00,22,26.9,30.3,24.8,88.23,
2022-01-01T12:00:00,18.6,28,31.9,24,78.94,
2022-01-01T13:00:00,18,28,31.9,24,78.96,
2022-01-01T14:00:00,21.7,27.8,32.2,24.9,84.31,
2022-01-01T15:00:00,18.9,29,34.6,25,79,
2022-01-01T16:00:00,18.2,30,35.1,24,70.29,
2022-01-01T17:00:00,12.9,29.1,33.8,24.2,75.03,
2022-01-01T18:00:00,16.1,28,32.7,25,83.81,
2022-01-01T19:00:00,12.9,25,25,24,94.17,
2022-01-01T20:00:00,9.5,25.1,25.1,24.2,94.82,
2022-01-01T21:00:00,10.8,25,25,24,94.17,
2022-01-01T22:00:00,16.6,25,25,24,94.17,
2022-01-01T23:00:00,12.3,24.9,24.9,24,94.81,
2022-01-02T00:00:00,13.9,25,25,24,94.17,
2022-01-02T01:00:00,15.4,24,24,23,94.12,
2022-01-02T02:00:00,11,24.1,24.1,23.8,98.29,
2022-01-02T03:00:00,8,24,24,24,99.97,
2022-01-02T04:00:00,12,24,24,24,99.97,
2022-01-02T05:00:00,10.3,24.1,24.1,23.9,98.96,
2022-01-02T06:00:00,7.1,24,24,23,94.15,
2022-01-02T07:00:00,10.2,24,24,23,94.15,
2022-01-02T08:00:00,11.2,23.9,23.9,23.2,95.76,
2022-01-02T09:00:00,13.6,24,24,24,99.97,
2022-01-02T10:00:00,18.3,25,25,24,94.17,
2022-01-02T11:00:00,16,26.1,26.1,24.1,88.71,
2022-01-02T12:00:00,14.1,27,30.6,25,88.77,
2022-01-02T13:00:00,15.4,27,30.6,25,88.79,
2022-01-02T14:00:00,16.1,24.1,24.1,23.9,98.84,
2022-01-02T15:00:00,18.4,25,25,24,94.06,
2022-01-02T16:00:00,15,26,26,24,88.78,
2022-01-02T17:00:00,11.5,24.9,24.9,24.2,95.79,
2022-01-02T18:00:00,13.1,25,25,24,94.19,
2022-01-02T19:00:00,14.9,24,24,24,99.94,
2022-01-02T20:00:00,11.2,24.2,24.2,23.8,97.63,
2022-01-02T21:00:00,11.1,24,24,24,100,
2022-01-02T22:00:00,7.7,24,24,24,100,
2022-01-02T23:00:00,8.6,23.9,23.9,23.9,99.97,
2022-01-03T00:00:00,9.5,24,24,24,99.97,
2022-01-03T01:00:00,11.2,24,24,24,99.97,
2022-01-03T02:00:00,10.1,24,24,23.8,98.62,
2022-01-03T03:00:00,9.4,24,24,24,99.97,
2022-01-03T04:00:00,9.9,24,24,24,99.97,
2022-01-03T05:00:00,9.6,23.9,23.9,23.2,95.76,
2022-01-03T06:00:00,9.2,24,24,24,99.97,
2022-01-03T07:00:00,7.8,24,24,23,94.15,
2022-01-03T08:00:00,7.3,23.8,23.8,23.2,96.41,
2022-01-03T09:00:00,19.9,24,24,24,99.94,
2022-01-03T10:00:00,30.3,25,25,24,94.17,
2022-01-03T11:00:00,17.6,26.8,29.7,24.2,85.64,
2022-01-03T12:00:00,19.5,28,31.9,24,78.9,
2022-01-03T13:00:00,24,28,32.7,25,83.74,
2022-01-03T14:00:00,27.7,28.1,32.6,24.7,82.06,
2022-01-03T15:00:00,24.1,28,32,24,78.92,
2022-01-03T16:00:00,24.8,28,32.7,25,83.79,
2022-01-03T17:00:00,23.3,28.2,32.3,24.1,78.43,
2022-01-03T18:00:00,17.6,25,25,24,94.17,
2022-01-03T19:00:00,16.2,24,24,24,99.97,
2022-01-03T20:00:00,14.3,24.1,24.1,23.9,98.96,
2022-01-03T21:00:00,8.2,25,25,24,94.19,
2022-01-03T22:00:00,9.1,25,25,24,94.19,
2022-01-03T23:00:00,9,24.9,24.9,24.1,95.15,
2022-01-04T00:00:00,7.9,25,25,24,94.19,
2022-01-04T01:00:00,10.5,25,25,24,94.19,
2022-01-04T02:00:00,8.3,24.8,24.8,24.2,96.44,
2022-01-04T03:00:00,7.7,25,25,24,94.19,
2022-01-04T04:00:00,10.5,25,25,24,94.19,
2022-01-04T05:00:00,9.1,24.8,24.8,23.8,94.18,
2022-01-04T06:00:00,6.7,24,24,24,99.97,
2022-01-04T07:00:00,9.1,24,24,23,94.18,
2022-01-04T08:00:00,9.8,24.1,24.1,23.2,94.8,
2022-01-04T09:00:00,23.9,26,26,24,88.76,
2022-01-04T10:00:00,31.3,28,31.9,24,78.94,
2022-01-04T11:00:00,29.2,30.1,34.4,23.2,66.67,
2022-01-04T12:00:00,31.4,31,35.5,23,62.48,
2022-01-04T13:00:00,41.9,32,37.9,24,62.68,
2022-01-04T14:00:00,43.7,31.9,36.5,22.9,59.01,
2022-01-04T15:00:00,36.2,29,34.6,25,79.04,
2022-01-04T16:00:00,36.2,30,37.5,26,79.15,
2022-01-04T17:00:00,24,30.2,36.7,25.2,74.67,
2022-01-04T18:00:00,23.1,30,35.1,24,70.37,
2022-01-04T19:00:00,17.5,28,32.7,25,83.83,
2022-01-04T20:00:00,12.3,24.2,24.2,22.1,88.03,
2022-01-04T21:00:00,11.7,24,24,23,94.15,
2022-01-04T22:00:00,11.9,25,25,23,88.7,
2022-01-04T23:00:00,11.3,24.9,24.9,23.9,94.19,
2022-01-05T00:00:00,13.6,25,25,24,94.19,
2022-01-05T01:00:00,11.8,25,25,24,94.19,
2022-01-05T02:00:00,9.5,25.1,25.1,23.7,92.3,
2022-01-05T03:00:00,6.7,25,25,23,88.7,
2022-01-05T04:00:00,10.9,25,25,23,88.7,
2022-01-05T05:00:00,8.5,25,25,23.2,89.62,
2022-01-05T06:00:00,6.6,25,25,24,94.19,
2022-01-05T07:00:00,9.8,25,25,24,94.19,
2022-01-05T08:00:00,9.4,24.8,24.8,24.1,95.79,
2022-01-05T09:00:00,17.9,24,24,23,94.15,
2022-01-05T10:00:00,35,24,24,24,99.94,
2022-01-05T11:00:00,30.9,26.1,26.1,25.1,94.18,
2022-01-05T12:00:00,38.6,29,34.6,25,79.06,
2022-01-05T13:00:00,36.6,31,37.8,25,70.46,
2022-01-05T14:00:00,47.6,31.2,37.7,24.8,68.83,
2022-01-05T15:00:00,48.8,32,37.9,24,62.72,
2022-01-05T16:00:00,47,31,39.1,26,74.71,
2022-01-05T17:00:00,44,27.9,32.7,25.2,85.1,
2022-01-05T18:00:00,32.8,29,34.6,25,79,
2022-01-05T19:00:00,16.3,29,34.6,25,79.02,
2022-01-05T20:00:00,15.3,24.7,24.7,22.9,89.5,
2022-01-05T21:00:00,15.9,25,25,23,88.61,
2022-01-05T22:00:00,14.7,25,25,24,94.14,
2022-01-05T23:00:00,14.1,25.1,25.1,24.1,94.14,
2022-01-06T00:00:00,18.2,25,25,24,94.17,
2022-01-06T01:00:00,16.8,25,25,23,88.7,
2022-01-06T02:00:00,13.1,24.8,24.8,23.8,94.16,
2022-01-06T03:00:00,12.4,25,25,24,94.17,
2022-01-06T04:00:00,13.7,24,24,24,99.94,
2022-01-06T05:00:00,13.1,24.1,24.1,23.2,94.79,
2022-01-06T06:00:00,11.3,24,24,23,94.15,
2022-01-06T07:00:00,13.5,24,24,23,94.15,
2022-01-06T08:00:00,12,24.9,24.9,23.2,90.22,
2022-01-06T09:00:00,20.9,27,30.1,24,83.7,
2022-01-06T10:00:00,43.9,30,35.1,24,70.29,
2022-01-06T11:00:00,39.9,30.9,36.4,24,66.79,
2022-01-06T12:00:00,37.6,32,36.8,23,59.03,
2022-01-06T13:00:00,46,32,36.8,23,59.01,
2022-01-06T14:00:00,45.2,32.8,38,23.2,57.07,
2022-01-06T15:00:00,44.4,33,39.3,24,59.23,
2022-01-06T16:00:00,44.1,33,40.6,25,62.88,
2022-01-06T17:00:00,43.1,30,36.3,25.1,74.85,
2022-01-06T18:00:00,28.8,29,34.6,25,79,
2022-01-06T19:00:00,26.4,29,34.6,25,79.02,
2022-01-06T20:00:00,21.3,27.8,32.4,25.2,85.73,
2022-01-06T21:00:00,12.2,27,30.6,25,88.77,
2022-01-06T22:00:00,11.7,27,31.2,26,94.22,
2022-01-06T23:00:00,14,27.1,31.2,25.8,92.65,
2022-01-07T00:00:00,17.5,27,30.6,25,88.84,
2022-01-07T01:00:00,15.4,27,30.6,25,88.84,
2022-01-07T02:00:00,12.7,26.1,26.1,25.1,94.19,
2022-01-07T03:00:00,12.5,26,26,24,88.76,
2022-01-07T04:00:00,13,26,26,24,88.76,
2022-01-07T05:00:00,12.1,25.1,25.1,24.1,94.19,
2022-01-07T06:00:00,9.8,25,25,24,94.19,
2022-01-07T07:00:00,14.1,25,25,24,94.19,
2022-01-07T08:00:00,14.8,25.1,25.1,23.9,93.24,
2022-01-07T09:00:00,46.2,27,30.1,24,83.68,
2022-01-07T10:00:00,34.9,30,35.1,24,70.31,
2022-01-07T11:00:00,39.7,31.1,36.4,23.8,65.27,
2022-01-07T12:00:00,45.8,32,36.8,23,59.03,
2022-01-07T13:00:00,54.8,33,39.3,24,59.26,
2022-01-07T14:00:00,50,31.2,38,25,69.69,
2022-01-07T15:00:00,45.5,31,39.1,26,74.75,
2022-01-07T16:00:00,45,31,39.1,26,74.77,
2022-01-07T17:00:00,39.9,31.2,38,25,69.83,
2022-01-07T18:00:00,17.2,30,36.2,25,74.65,
2022-01-07T19:00:00,27.6,29,33.6,24,74.53,
2022-01-07T20:00:00,17.7,28,32.6,24.9,83.25,
2022-01-07T21:00:00,20.9,28,32.7,25,83.79,
2022-01-07T22:00:00,21.7,27,30.1,24,83.68,
2022-01-07T23:00:00,13.4,27.1,30.6,24.8,87.34,
2022-01-08T00:00:00,12.5,27,30.6,25,88.84,
2022-01-08T01:00:00,14.4,26,26,25,94.21,
2022-01-08T02:00:00,13.3,25.8,25.8,24.2,90.88,
2022-01-08T03:00:00,11.6,25,25,24,94.19,
2022-01-08T04:00:00,11.7,26,26,23,83.61,
2022-01-08T05:00:00,11.1,25.9,25.9,23.2,85.02,
2022-01-08T06:00:00,7.6,26,26,23,83.59,
2022-01-08T07:00:00,9.8,25,25,23,88.68,
2022-01-08T08:00:00,12,26.1,26.1,23,83.33,
2022-01-08T09:00:00,21.4,28,31.9,24,78.96,
2022-01-08T10:00:00,36.7,30,35.1,24,70.33,
2022-01-08T11:00:00,41.2,31.7,37.6,24.1,63.97,
2022-01-08T12:00:00,38.3,32,37.9,24,62.71,
2022-01-08T13:00:00,46.5,32,37.9,24,62.72,
2022-01-08T14:00:00,40.9,33.2,40.5,24.7,61.27,
2022-01-08T15:00:00,42,34,40.6,24,56.02,
2022-01-08T16:00:00,39.8,34,39.4,23,52.79,
2022-01-08T17:00:00,33.3,32.8,37.9,23.1,56.73,
2022-01-08T18:00:00,39.9,32,36.8,23,59.11,
2022-01-08T19:00:00,30.4,31,35.5,23,62.57,
2022-01-08T20:00:00,20.1,29.8,34.5,23.7,70.05,
2022-01-08T21:00:00,18.3,29,33.6,24,74.49,
2022-01-08T22:00:00,14.4,29,32.7,23,70.17,
2022-01-08T23:00:00,19.2,27.8,31,23.2,76.12,
2022-01-09T00:00:00,15.8,27,30.1,24,83.7,
2022-01-09T01:00:00,15.6,27,29.6,23,78.82,
2022-01-09T02:00:00,13.6,26.2,26.2,23.8,86.7,
2022-01-09T03:00:00,11.6,26,26,24,88.78,
2022-01-09T04:00:00,12.9,26,26,24,88.78,
2022-01-09T05:00:00,10.6,26.2,26.2,23.8,86.72,
2022-01-09T06:00:00,9.7,26,26,24,88.78,
2022-01-09T07:00:00,11.2,26,26,24,88.78,
2022-01-09T08:00:00,12.7,25.2,25.2,24,93.25,
2022-01-09T09:00:00,19.6,28,31.9,24,78.96,
2022-01-09T10:00:00,22,30,35.1,24,70.31,
2022-01-09T11:00:00,22.7,31.1,35.7,23.2,62.96,
2022-01-09T12:00:00,24.2,32,37.9,24,62.7,
2022-01-09T13:00:00,29.6,33,38.1,23,55.81,
2022-01-09T14:00:00,28.9,34.2,39.6,23,52.28,
2022-01-09T15:00:00,32.7,32,40.7,26,70.55,
2022-01-09T16:00:00,35.9,32,39.2,25,66.62,
2022-01-09T17:00:00,39.8,31.2,38.2,25.2,70.55,
2022-01-09T18:00:00,33.9,31,37.7,25,70.51,
2022-01-09T19:00:00,23.8,30,37.4,26,79.2,
2022-01-09T20:00:00,22,28.1,32.9,25.1,83.77,
2022-01-09T21:00:00,20.8,27,30.7,25,88.79,
2022-01-09T22:00:00,16.2,27,30.6,25,88.81,
2022-01-09T23:00:00,18.3,27.1,30.8,25,88.53,
2022-01-10T00:00:00,10.5,27,30.6,25,88.84,
2022-01-10T01:00:00,14.3,27,30.6,25,88.84,
2022-01-10T02:00:00,13.4,26.1,26.1,24.2,89.37,
2022-01-10T03:00:00,12.1,26,26,23,83.59,
2022-01-10T04:00:00,14.3,26,26,23,83.57,
2022-01-10T05:00:00,8.9,26,26,22.7,82.17,
2022-01-10T06:00:00,9.5,26,26,22,78.68,
2022-01-10T07:00:00,12.5,26,26,22,78.68,
2022-01-10T08:00:00,11.6,26.1,26.1,22.1,78.7,
2022-01-10T09:00:00,28.7,28,30.7,22,70,
2022-01-10T10:00:00,36,29,32,22,66.01,
2022-01-10T11:00:00,37.1,30.9,34.2,21.8,58.39,
2022-01-10T12:00:00,35.2,31,34.6,22,58.78,
2022-01-10T13:00:00,53.5,32,36.8,23,59,
2022-01-10T14:00:00,55.7,32.8,37.8,23,56.46,
2022-01-10T15:00:00,43,31,37.8,25,70.5,
2022-01-10T16:00:00,49.9,30,37.5,26,79.13,
2022-01-10T17:00:00,48.1,30.9,38.6,25.8,74.23,
2022-01-10T18:00:00,39.4,31,39.1,26,74.75,
2022-01-10T19:00:00,26.2,29,34.6,25,79.04,
2022-01-10T20:00:00,19.5,27.2,30.9,24.8,86.77,
2022-01-10T21:00:00,18.9,27,30.6,25,88.84,
2022-01-10T22:00:00,17.7,27,30.6,25,88.84,
2022-01-10T23:00:00,19.5,26.8,30.1,25.1,90.32,
2022-01-11T00:00:00,16,27,30.6,25,88.84,
2022-01-11T01:00:00,18.7,27,30.6,25,88.84,
2022-01-11T02:00:00,15,26.8,30.1,24.9,89.43,
2022-01-11T03:00:00,13.8,26,26,25,94.21,
2022-01-11T04:00:00,12.2,25,25,25,99.97,
2022-01-11T05:00:00,11.6,25.1,25.1,24.2,94.83,
2022-01-11T06:00:00,10,25,25,24,94.19,
2022-01-11T07:00:00,9.7,24,24,24,99.97,
2022-01-11T08:00:00,12.3,24.2,24.2,23.9,98.3,
2022-01-11T09:00:00,22.2,25,25,24,94.17,
2022-01-11T10:00:00,32.4,27,29.6,23,78.8,
2022-01-11T11:00:00,31.2,28.8,32.6,23.2,71.74,
2022-01-11T12:00:00,42.5,29,32,22,65.96,
2022-01-11T13:00:00,40.7,31,34.6,22,58.81,
2022-01-11T14:00:00,47.3,31.1,35.4,22.9,61.82,
2022-01-11T15:00:00,51.8,31,36.5,24,66.31,
2022-01-11T16:00:00,46.1,32,35.8,22,55.54,
2022-01-11T17:00:00,45.8,30.1,35.4,24.2,70.69,
2022-01-11T18:00:00,35.2,30,36.2,25,74.55,
2022-01-11T19:00:00,23.6,28,32,24,78.84,
2022-01-11T20:00:00,21.6,26.9,29.9,24.1,84.41,
2022-01-11T21:00:00,17.5,26,26,24,88.66,
2022-01-11T22:00:00,14.8,26,26,22,78.64,
2022-01-11T23:00:00,17.2,28,30.2,21.2,66.53,
2022-01-12T00:00:00,17.3,26,26,23,83.54,
2022-01-12T01:00:00,14.9,25,25,22,83.45,
2022-01-12T02:00:00,10.8,24.8,24.8,22.2,85.47,
2022-01-12T03:00:00,11.4,25,25,22,83.48,
2022-01-12T04:00:00,8.3,25,25,22,83.48,
2022-01-12T05:00:00,9.1,25.1,25.1,22.1,83.5,
2022-01-12T06:00:00,8.8,25,25,22,83.5,
2022-01-12T07:00:00,8,24,24,22,88.62,
2022-01-12T08:00:00,9.9,24.9,24.9,21.1,79.35,
2022-01-12T09:00:00,27.7,27,28.8,21,69.77,
2022-01-12T10:00:00,38.1,29,31.4,21,62.06,
2022-01-12T11:00:00,46.5,30.8,33.3,20.8,55.25,
2022-01-12T12:00:00,43,32,35.8,22,55.52,
2022-01-12T13:00:00,44.7,33,36.1,21,49.39,
2022-01-12T14:00:00,51.7,33.8,36.8,20.7,46.46,
2022-01-12T15:00:00,48.4,34,37.3,21,46.68,
2022-01-12T16:00:00,45.1,32,37.9,24,62.61,
2022-01-12T17:00:00,45.8,30.7,35.2,23.1,63.69,
2022-01-12T18:00:00,36.8,29,32.8,23,70.05,
2022-01-12T19:00:00,30.1,29,33.6,24,74.41,
2022-01-12T20:00:00,18.8,27,29.7,23.2,79.52,
2022-01-12T21:00:00,17.3,26,26,23,83.5,
2022-01-12T22:00:00,19.5,27,29.2,22,74.14,
2022-01-12T23:00:00,20.7,26.2,26.2,22,77.84,
2022-01-13T00:00:00,22.2,26,26,22,78.64,
2022-01-13T01:00:00,15.8,25,25,21,78.48,
2022-01-13T02:00:00,12.9,25.7,25.7,21.1,75.5,
2022-01-13T03:00:00,10.8,25,25,21,78.52,
2022-01-13T04:00:00,13,25,25,20,73.87,
2022-01-13T05:00:00,10.7,25.2,25.2,19,68.73,
2022-01-13T06:00:00,9.8,25,25,19,69.42,
2022-01-13T07:00:00,10.4,25,25,20,73.84,
2022-01-13T08:00:00,10.1,25.1,25.1,19.8,72.58,
2022-01-13T09:00:00,30.4,27,28.5,20,65.57,
2022-01-13T10:00:00,43.7,28,29.7,20,61.8,
2022-01-13T11:00:00,44.6,30.2,32.2,20.2,55.1,
2022-01-13T12:00:00,43.2,32,34.2,20,49.11,
2022-01-13T13:00:00,51.3,33,34.6,19,43.63,
2022-01-13T14:00:00,50.9,33.7,35.9,19.7,43.84,
2022-01-13T15:00:00,47.4,34,36.5,20,43.9,
2022-01-13T16:00:00,46.7,33,34.6,19,43.64,
2022-01-13T17:00:00,48.5,32.8,37.8,23,56.66,
2022-01-13T18:00:00,40.4,31,35.5,23,62.47,
2022-01-13T19:00:00,35,30,34.2,23,66.16,
2022-01-13T20:00:00,24.2,29,32.1,22.1,66.24,
2022-01-13T21:00:00,19.9,28,30.1,21,65.83,
2022-01-13T22:00:00,21.1,28,29.3,19,58.21,
2022-01-13T23:00:00,17,26.9,28.3,19.7,64.95,
2022-01-14T00:00:00,12.4,27,28.2,19,61.72,
2022-01-14T01:00:00,11.7,26,26,20,69.61,
2022-01-14T02:00:00,9.5,25.7,25.7,20.2,71.53,
2022-01-14T03:00:00,9.5,25,25,21,78.54,
2022-01-14T04:00:00,11.5,25,25,20,73.87,
2022-01-14T05:00:00,9.9,24.9,24.9,19.9,73.78,
2022-01-14T06:00:00,8.6,24,24,20,78.36,
2022-01-14T07:00:00,15.2,24,24,20,78.4,
2022-01-14T08:00:00,13,24.8,24.8,19.2,71.1,
2022-01-14T09:00:00,34.5,27,28.2,19,61.67,
2022-01-14T10:00:00,49.6,29,30.8,20,58.36,
2022-01-14T11:00:00,46.8,30.2,32.1,20,54.53,
2022-01-14T12:00:00,47.7,32,34.2,20,49.13,
2022-01-14T13:00:00,46.8,32,34.2,20,49.11,
2022-01-14T14:00:00,58.6,33,36,20.9,48.98,
2022-01-14T15:00:00,52.6,33,36.1,21,49.33,
2022-01-14T16:00:00,47.8,33,37,22,52.49,
2022-01-14T17:00:00,46,31.1,34.6,22,58.53,
2022-01-14T18:00:00,39.3,31,35.5,23,62.4,
2022-01-14T19:00:00,28.8,29,32.8,23,70.05,
2022-01-14T20:00:00,22.2,27.8,30.9,22.9,74.74,
2022-01-14T21:00:00,24.3,27,29.7,23,78.74,
2022-01-14T22:00:00,24,26,26,23,83.52,
2022-01-14T23:00:00,16.3,25.8,25.8,22.9,84.07,
2022-01-15T00:00:00,14.1,27,28.9,21,69.76,
2022-01-15T01:00:00,11.2,26,26,21,74.01,
2022-01-15T02:00:00,8.4,25.1,25.1,21.1,78.52,
2022-01-15T03:00:00,8.9,25,25,20,73.78,
2022-01-15T04:00:00,10.3,25,25,20,73.8,
2022-01-15T05:00:00,9.3,25.7,25.7,19.2,67.2,
2022-01-15T06:00:00,8.3,25,25,19,69.4,
2022-01-15T07:00:00,9.1,25,25,19,69.42,
2022-01-15T08:00:00,17.3,25.1,25.1,19.2,69.92,
2022-01-15T09:00:00,21.5,27,28.2,19,61.62,
2022-01-15T10:00:00,35.5,29,30.8,20,58.33,
2022-01-15T11:00:00,33.2,31.7,34.6,21.1,53.28,
2022-01-15T12:00:00,20.2,33,36.1,21,49.38,
2022-01-15T13:00:00,27.7,33,36.1,21,49.37,
2022-01-15T14:00:00,32.1,33.7,37,21.1,47.58,
2022-01-15T15:00:00,37.6,33,36.1,21,49.36,
2022-01-15T16:00:00,31.4,33,38.1,23,55.79,
2022-01-15T17:00:00,31.5,31.9,35.7,22.1,56.13,
2022-01-15T18:00:00,29.5,31,35.5,23,62.48,
2022-01-15T19:00:00,25,29,32.8,23,70.07,
2022-01-15T20:00:00,24.5,27.9,31.8,24.1,79.63,
2022-01-15T21:00:00,22.8,27,30.1,24,83.59,
2022-01-15T22:00:00,23.3,27,30.1,24,83.63,
2022-01-15T23:00:00,17.9,27.2,29.4,21.7,72.14,
2022-01-16T00:00:00,17.9,27,28.9,21,69.76,
2022-01-16T01:00:00,18.7,25,25,22,83.43,
2022-01-16T02:00:00,14.3,24.8,24.8,22.2,85.46,
2022-01-16T03:00:00,10.4,25,25,22,83.45,
2022-01-16T04:00:00,13.2,25,25,22,83.45,
2022-01-16T05:00:00,11,25.1,25.1,22,83.18,
2022-01-16T06:00:00,9.3,24,24,22,88.58,
2022-01-16T07:00:00,11.3,24,24,22,88.58,
2022-01-16T08:00:00,11.9,23.8,23.8,22.1,90.11,
2022-01-16T09:00:00,30.5,28,30.7,22,69.94,
2022-01-16T10:00:00,30.9,30,33.3,22,62.26,
2022-01-16T11:00:00,28.8,31.7,35.3,21.9,56.07,
2022-01-16T12:00:00,26.9,33,37,22,52.5,
2022-01-16T13:00:00,34.9,33,38.1,23,55.76,
2022-01-16T14:00:00,46,34.1,38.4,22.1,49.64,
2022-01-16T15:00:00,42.65,34,37.3,21,46.7,
2022-01-16T16:00:00,42.65,31,36.6,24,66.35,
2022-01-16T17:00:00,38.8,31.9,38,24.2,63.75,
2022-01-16T18:00:00,30.7,30,35.1,24,70.27,
2022-01-16T19:00:00,24.5,30,35.1,24,70.27,
2022-01-16T20:00:00,20.4,28.9,33.5,24.1,75.17,
2022-01-16T21:00:00,21.2,28,31.9,24,78.9,
2022-01-16T22:00:00,17.3,28,31.9,24,78.9,
2022-01-16T23:00:00,18.6,28,31.4,23.2,75.07,
2022-01-17T00:00:00,18,27,29.6,23,78.8,
2022-01-17T01:00:00,15.5,27,29.6,23,78.78,
2022-01-17T02:00:00,14.8,26.8,29.2,23,79.85,
2022-01-17T03:00:00,13.7,26,26,23,83.57,
2022-01-17T04:00:00,17.7,26,26,23,83.57,
2022-01-17T05:00:00,14.8,24.2,24.2,22.9,92.53,
2022-01-17T06:00:00,12.6,25,25,23,88.68,
2022-01-17T07:00:00,14.6,25,25,22,83.48,
2022-01-17T08:00:00,16.6,25.9,25.9,22.7,82.72,
2022-01-17T09:00:00,42.7,28,31.3,23,74.32,
2022-01-17T10:00:00,55.4,30,34.1,23,66.18,
2022-01-17T11:00:00,55,30.9,35.4,23.1,63.08,
2022-01-17T12:00:00,55.2,32,37.9,24,62.68,
2022-01-17T13:00:00,58.5,33,39.3,24,59.23,
2022-01-17T14:00:00,63.2,33.8,39.3,23.2,53.96,
2022-01-17T15:00:00,53.9,32,39.2,25,66.51,
2022-01-17T16:00:00,45.2,32,39.2,25,66.53,
2022-01-17T17:00:00,39.1,30.9,38.6,25.8,74.23,
2022-01-17T18:00:00,37.3,31,36.5,24,66.36,
2022-01-17T19:00:00,33.5,30,36.2,25,74.61,
2022-01-17T20:00:00,29.1,27.9,31.8,24.1,79.69,
2022-01-17T21:00:00,23.3,27,30.6,25,88.77,
2022-01-17T22:00:00,23.5,27,30.6,25,88.81,
2022-01-17T23:00:00,22.7,27.1,30.8,25,88.5,
2022-01-18T00:00:00,20.7,27,30.1,24,83.65,
2022-01-18T01:00:00,18.1,27,29.6,23,78.8,
2022-01-18T02:00:00,14.5,26.9,29.1,22.1,74.95,
2022-01-18T03:00:00,14,27,29.2,22,74.22,
2022-01-18T04:00:00,10.6,26,26,23,83.61,
2022-01-18T05:00:00,10.7,24.8,24.8,23.2,90.85,
2022-01-18T06:00:00,10.2,24,24,23,94.15,
2022-01-18T07:00:00,12.8,24,24,23,94.15,
2022-01-18T08:00:00,17.2,24.7,24.7,23.1,90.52,
2022-01-18T09:00:00,19.5,26,26,21,74.05,
2022-01-18T10:00:00,25.7,28,30.7,22,69.96,
2022-01-18T11:00:00,28.3,29.8,32.3,21,59.42,
2022-01-18T12:00:00,30.5,31,33.7,21,55.37,
2022-01-18T13:00:00,32.7,32,36.8,23,59.08,
2022-01-18T14:00:00,40.6,32.2,35.8,21.8,54.33,
2022-01-18T15:00:00,39.3,31,35.5,23,62.52,
2022-01-18T16:00:00,38.1,31,36.6,24,66.36,
2022-01-18T17:00:00,39.5,30.9,36.5,24.1,67.02,
2022-01-18T18:00:00,31.7,30,35.1,24,70.26,
2022-01-18T19:00:00,22.2,28,32,24,78.9,
2022-01-18T20:00:00,24,27.2,30.3,23.8,81.7,
2022-01-18T21:00:00,18.9,27,30.1,24,83.65,
2022-01-18T22:00:00,21.3,26,26,24,88.74,
2022-01-18T23:00:00,20,25.1,25.1,23.2,89.28,
2022-01-19T00:00:00,22.6,25,25,24,94.17,
2022-01-19T01:00:00,23.3,25,25,24,94.17,
2022-01-19T02:00:00,20.3,25.7,25.7,23.8,89.04,
2022-01-19T03:00:00,12.7,26,26,22,78.68,
2022-01-19T04:00:00,16.4,26,26,22,78.68,
2022-01-19T05:00:00,13.5,25.9,25.9,21.7,77.88,
2022-01-19T06:00:00,11.8,26,26,21,74.03,
2022-01-19T07:00:00,12.1,26,26,21,74.05,
2022-01-19T08:00:00,11.8,25.8,25.8,20.9,74.51,
2022-01-19T09:00:00,36.3,27,28.5,20,65.58,
2022-01-19T10:00:00,42.3,28,30.1,21,65.77,
2022-01-19T11:00:00,39.3,30.7,33.3,20.9,55.84,
2022-01-19T12:00:00,44.8,32,35.8,22,55.55,
2022-01-19T13:00:00,41.6,32,35.8,22,55.54,
2022-01-19T14:00:00,47.1,31.9,35.6,21.9,55.49,
2022-01-19T15:00:00,42.1,31,35.5,23,62.45,
2022-01-19T16:00:00,42.9,31,36.6,24,66.31,
2022-01-19T17:00:00,33.8,29.7,34.6,23.9,70.93,
2022-01-19T18:00:00,17.3,29,32.8,23,70.11,
2022-01-19T19:00:00,16.3,22,22,22,99.86,
2022-01-19T20:00:00,14.6,22.8,22.8,22.2,96.31,
2022-01-19T21:00:00,15.7,23,23,23,99.89,
2022-01-19T22:00:00,15.2,24,24,23,94.15,
2022-01-19T23:00:00,11.9,24.1,24.1,23.1,94.14,
2022-01-20T00:00:00,12.7,24,24,23,94.12,
2022-01-20T01:00:00,11.7,24,24,23,94.15,
2022-01-20T02:00:00,11.7,24.2,24.2,23.1,93.49,
2022-01-20T03:00:00,8.9,24,24,23,94.12,
2022-01-20T04:00:00,10.6,24,24,23,94.12,
