Index,energy,temp,feelslike,dew,humidity,response
6372,115.8,29.1,33.9,24.2,74.92,1
6373,130.3,31,36.6,24,66.36,1
6374,144.6,32,39.2,25,66.55,1
6375,146.2,32.1,38,24,62.5,1
6376,129.8,32,37.9,24,62.7,1
6377,131.1,33,39.3,24,59.3,1
6378,124.5,30.8,36.2,24,67.23,1
6379,109.5,30,35.9,24.7,73.33,1
6380,105.8,29.1,33.8,24.2,74.95,1
6381,108.2,29,33.5,23.9,73.97,1
6382,88.6,28.7,32.4,23.1,71.53,1
6383,30.2,27.8,31.4,23.8,78.87,1
6384,28.6,27.3,30.5,23.8,81.16,1
6385,25.8,27.1,29.8,23.2,79.35,1
6386,22,26.8,29.3,23.1,80.12,1
6387,18.1,26.3,26.3,23.2,83.03,1
6388,17.2,26,26,24,88.74,2
6389,19.7,26,26,24,88.74,2
6390,23,26,26,24,88.76,2
6391,20.9,25.1,25.1,23.9,93.21,2
6392,27.8,25.1,25.1,23.8,92.61,2
6393,36.9,25.9,25.9,23.7,87.88,2
6394,73.2,28,31.9,24,78.94,1
6395,94.3,29.1,33.6,23.9,73.73,1
6396,109.1,31,36.5,24,66.4,1
6397,104.9,31,36.5,24,66.4,1
6398,87.4,31,36.5,24,66.38,1
6399,79.8,24.1,24.1,23.8,98.12,2
6400,88.3,25.8,25.8,25.1,95.66,2
6401,92.6,28,32.7,25,83.68,1
6402,89.9,28,33.6,26,88.8,1
6403,97.7,28,32.7,25,83.7,1
6404,90.6,27.1,31.2,25.8,92.61,1
6405,103.9,27,31.1,25.8,92.92,1
6406,58,27,30.6,25,88.78,1
6407,39.4,26.1,26.1,24.9,93.21,1
6408,33,26,26,25,94.14,2
6409,24.6,25.8,25.8,24.9,94.79,2
6410,18.6,25.8,25.8,24.8,94.17,2
6411,17.5,25.9,25.9,24.9,94.17,2
6412,14.9,26,26,25,94.18,2
6413,13.6,25,25,25,99.89,2
6414,20.2,25.1,25.1,23.9,93.17,2
6415,18,25,25,23,88.68,2
6416,33.9,24.8,24.8,23.8,94.16,2
6417,76.2,24.8,24.8,23.9,94.82,2
6418,128,24.1,24.1,23.8,98.28,2
6419,135.6,24.8,24.8,24.1,95.77,2
6420,140,25,25,24.1,94.45,2
6421,131.5,26,26,25,94.18,2
6422,174.4,27,30.1,24,83.66,1
6423,134.9,29.1,34.4,24.8,77.73,1
6424,192.1,29,32.8,23,70.11,1
6425,184.2,30,35.1,24,70.28,1
6426,159.8,30,34.2,23,66.16,1
6427,169.7,30,35.1,24,70.26,1
6428,159.5,28.3,33.1,24.8,81.23,1
6429,142.8,28,32.1,24.2,79.67,1
6430,135.3,28,32.5,24.7,82.35,1
6431,101.2,28,32,24,78.92,1
6432,40.4,27.7,32,24.7,83.75,1
6433,32.5,27.8,31.6,24.1,80.26,1
6434,25.8,27,30.1,24,83.68,1
6435,21.1,26.9,30.3,24.9,88.8,1
6436,19.4,26,26,25,94.21,2
6437,15.5,25,25,24,94.14,2
6438,17.4,25.1,25.1,24.1,94.17,2
6439,15.4,25,25,24,94.17,2
6440,33.5,25.3,25.3,24.2,93.56,2
6441,84.4,25.9,25.9,24.8,93.57,2
6442,193,27.8,32.1,24.8,83.76,1
6443,186.1,29.1,34.7,25.1,79.05,1
6444,196.2,29.1,34.5,24.9,78.25,1
6445,189.7,28,32,24,78.88,1
6446,175.7,29.7,35.8,25,75.86,1
6447,188.4,30.2,36.5,25,73.95,1
6448,202.8,31,37.7,25,70.48,2
6449,181.6,30.8,36.3,24.1,67.47,1
6450,184,30.6,37.1,25,72.49,1
6451,162.6,30.1,36.2,24.9,73.84,1
6452,151.1,29.1,35.4,25.7,82.18,1
6453,142.9,27.8,32.3,25,84.87,1
6454,115.2,27.1,30.9,25.2,89.41,1
6455,55.3,27,30.7,25.1,89.11,1
6456,33.7,26.2,26.2,25,93.26,1
6457,22.2,26.1,26.1,24.9,93.26,1
6458,17.7,27,30.6,25,88.84,1
6459,16.8,27.1,30.2,24.1,83.71,1
6460,16,26,26,24,88.74,2
6461,12.2,26,26,24,88.74,2
6462,18.2,24.9,24.9,23.2,90.17,2
6463,14.8,24,24,23,94.1,2
6464,30.9,23.8,23.8,22.8,94.11,2
6465,78.5,24.8,24.8,23.2,90.81,2
6466,169.6,27.1,29.8,23.1,78.79,1
6467,183.5,30,34.9,23.8,69.3,1
6468,204.3,31.1,36.8,24.2,66.79,2
6469,197.2,32,38.9,24.8,65.63,1
6470,211.8,32,39.1,24.9,66.09,2
6471,207.8,32.1,38.2,24.2,63.11,2
6472,224,32.1,39.1,24.9,65.85,2
6473,219.4,32,39.2,25,66.49,2
6474,216.9,31.9,37.6,23.9,62.64,2
6475,188,31.1,36.8,24.2,66.8,1
6476,151,30.1,35.4,24.2,70.7,1
6477,135.5,29,34.3,24.8,77.9,1
6478,79.9,28.7,33.2,24.1,75.89,1
6479,49.2,28.1,32.1,24,78.6,1
6480,35.2,28.1,31.9,23.8,77.55,1
6481,34,27.8,31.4,23.8,78.87,1
6482,30.7,27.8,30.9,22.9,74.72,1
6483,26.2,27.2,29.9,22.9,77.43,1
6484,24.7,27,29.6,23,78.76,1
6485,19.5,27,29.2,22,74.14,1
6486,15.4,25,25,23,88.66,2
6487,20.1,24,24,23,94.1,2
6488,26.1,24,24,22,88.58,2
6489,42.4,24.9,24.9,22.7,87.76,2
6490,92.6,27.8,30.2,21.8,69.87,1
6491,112.2,30,34.2,23,66.32,1
6492,115.5,31.1,36.7,24,66.3,1
6493,123.6,32,37.9,24,62.64,1
6494,124.3,32,38,24.1,62.87,1
6495,138.5,32.3,39.2,24.7,64.33,1
6496,127.1,32.8,39.2,24.2,60.61,1
6497,118.6,32.3,39.5,24.9,65.02,1
6498,120.2,31.7,38.7,24.9,67.12,1
6499,97.6,30.8,37.6,25.2,72.03,1
6500,90.8,29,33.6,24,74.39,1
6501,89.6,28,31.8,23.9,78.79,1
6502,78.5,28.1,32.2,24.2,79.34,1
6503,44.6,28.1,31.5,23.2,74.74,1
6504,40.4,28,31.2,23,74.25,1
6505,38.7,28,31.2,23,74.27,1
6506,37.1,27,29.5,23,78.75,1
6507,35.1,26.8,29.3,23.1,80.1,1
6508,32.6,27,30.1,24,83.68,1
6509,32.8,26.7,29.5,23.9,84.48,1
6510,24.7,26.7,29.4,23.7,83.65,1
6511,21,26,26,24,88.76,2
6512,26.1,26.3,26.3,23.8,86.1,1
6513,89,26.8,29.7,24.1,85.1,1
6514,153.3,29,33.6,24,74.47,1
6515,171.8,30.8,36.3,24.1,67.43,1
6516,207.1,31.7,37.3,23.8,62.78,2
6517,180.3,32.8,39.2,24.2,60.56,1
6518,174.6,33,38.2,23.1,55.96,1
6519,194.8,32.8,37.8,23,56.5,1
6520,204.5,33,39.3,24,59.24,2
6521,191.9,33,40.6,25,62.88,1
6522,184.6,32.1,38.1,24.1,62.69,1
6523,187.4,31.8,37.6,24,63.49,1
6524,162.1,30.8,36,23.8,66.32,1
6525,135,29.8,35.5,24.7,74.4,1
6526,88,29,34.5,25,79.08,1
6527,46.6,28.1,33.4,25.7,87.13,1
6528,34.2,27.9,33.1,25.8,88.27,1
6529,29.4,28.8,33.9,24.8,79.05,1
6530,22.7,28.1,32.2,24.2,79.48,1
6531,22.6,28,32.1,24.2,79.75,1
6532,25.6,28,32.7,25,83.79,1
6533,22.7,27,30.6,25,88.81,1
6534,22.4,26.3,26.3,23.9,86.68,1
6535,18.5,26.1,26.1,23.2,84.16,1
6536,17.6,26.1,26.1,23.1,83.57,1
6537,34.4,26.1,26.1,24.1,88.76,1
6538,80.3,27,30.1,24,83.68,1
6539,85.1,29,33.6,24,74.49,1
6540,88.6,30.1,35.3,24.1,70.3,1
6541,102.1,31.3,36.7,23.8,64.43,1
6542,105.4,32.8,38,23.2,57.11,1
6543,104.1,33.8,39,22.9,53.08,1
6544,129.3,33.8,38.2,22.2,50.82,1
6545,144.8,32.7,38.7,23.9,59.79,1
6546,120.4,31,36.7,24.2,67.17,1
6547,94.1,29.8,36.7,25.7,78.96,1
6548,85.9,29,35.6,26,83.94,1
6549,78.2,29,35.3,25.8,82.81,1
6550,64.5,27.1,30.1,23.8,82.32,1
6551,29.1,26.3,26.3,24.1,87.59,1
6552,22.8,26.2,26.2,24.1,88.19,1
6553,25.1,26,26,24,88.78,2
6554,23.8,25,25,24,94.19,2
6555,21.8,25.8,25.8,23.9,89.35,2
6556,22.7,25,25,24,94.17,2
6557,21.8,26,26,24,88.76,2
6558,19.2,25.2,25.2,24,93.22,2
6559,20.8,25.1,25.1,23.1,88.7,2
6560,21.2,25.1,25.1,23.1,88.7,2
6561,31.4,25.8,25.8,23.7,88.46,2
6562,77.5,27.3,30.2,23.2,78.3,1
6563,91.1,29.1,32.8,22.9,69.39,1
6564,76.5,31.8,35.7,22.2,56.86,1
6565,112.9,32.7,38.7,23.9,59.77,1
6566,113.8,33,39.3,24.1,59.43,1
6567,125.6,33.2,39.3,23.9,58.25,1
6568,132.9,33,40.6,25,62.86,1
6569,128,33,39.3,24,59.29,1
6570,116.6,32,38.1,24.2,63.34,1
6571,105,31,37.8,25,70.44,1
6572,99.6,29.8,35.6,24.8,74.5,1
6573,88.8,28.7,34.2,25.2,81.09,1
6574,73.5,28,32,24,78.88,1
6575,32.8,27.8,31.6,24.1,80.19,1
6576,32.1,27.3,30.7,24,82.26,1
6577,27.2,27.1,30.3,24.2,84.21,1
6578,28.1,28,32.7,25,83.79,1
6579,27.1,27.3,31.3,25,87.35,1
6580,22.4,27,30.6,25,88.81,1
6581,30.6,27,30.6,25,88.84,1
6582,29.1,26.8,29.7,24.2,85.66,1
6583,28.9,27,30.1,24,83.68,1
6584,29.5,26.8,29.7,24.1,85.11,1
6585,96.2,25.8,25.8,23.2,85.59,2
6586,192,27,29.5,22.8,77.75,1
6587,209,29,32.8,23.1,70.36,2
6588,225.7,30.1,35.1,23.9,69.59,2
6589,218.5,30.3,36.7,25,73.41,2
6590,229.1,31.1,37.6,24.8,69.29,2
6591,230.4,32.3,39.7,25.1,65.77,2
6592,223.1,32,38.9,24.7,65.3,2
6593,180.7,32,38.8,24.7,65.52,1
6594,178,31.8,37.8,24.2,64.22,1
6595,151.4,30.3,36.4,24.8,72.46,1
6596,146.5,29.1,35.5,25.8,82.47,1
6597,126.8,28.8,34.2,25,80.08,1
6598,89.4,28,32.5,24.8,82.66,1
6599,55.8,27.1,30.6,24.8,87.33,1
6600,47.2,26.8,29.7,24.2,85.66,1
6601,41.4,27,30.1,24,83.7,1
6602,37.5,26.8,30,24.8,88.8,1
6603,31.2,26.8,29.7,24.2,85.68,1
6604,30.4,26,26,24,88.74,2
6605,32.5,26,26,24,88.76,2
6606,33.7,25.9,25.9,24.7,93.26,2
6607,34.3,26,26,24,88.76,2
6608,35.3,25.7,25.7,24.2,91.18,2
6609,95.2,25.9,25.9,24.8,93.57,2
6610,191,28,32.7,25,83.79,1
6611,199.7,29.1,33.8,24.2,74.98,1
6612,226.9,30.8,36,23.8,66.34,2
6613,213.2,31.3,36.8,23.9,64.87,2
6614,219.6,32,39.1,24.9,66.1,2
6615,241.8,32.2,40.6,25.8,68.97,2
6616,248.9,31.1,37.6,24.8,69.24,2
6617,226.1,32.7,39.9,24.8,63.03,2
6618,175.2,32.1,37.7,23.8,61.64,1
6619,152.2,30.8,37.3,24.9,70.85,1
6620,111.3,29.8,35.9,25.1,75.82,1
6621,132.2,28.1,33.5,25.7,87.08,1
6622,109.2,27.8,32.8,25.7,88.55,1
6623,59.6,27.1,31.2,25.7,92.33,1
6624,35.9,27.1,30.8,25.1,88.79,1
6625,29.5,26.8,30,24.8,88.77,1
6626,27.6,26,26,25,94.17,2
6627,24.9,25.8,25.8,24.8,94.18,2
6628,25.1,25,25,24,94.17,2
6629,25.7,26,26,25,94.21,2
6630,27.9,25.8,25.8,24.2,90.87,2
6631,23.7,26,26,25,94.21,2
6632,30.4,25.7,25.7,24.8,94.51,2
6633,101.1,25.1,25.1,24.2,94.78,2
6634,176.4,25.8,25.8,24.9,94.79,2
6635,183.9,28,33.4,25.8,87.71,1
6636,192.7,29.8,36.7,25.7,78.87,1
6637,215.9,31.1,37.9,25.1,70.47,2
6638,228.7,32,39.4,25.2,67.24,2
6639,253.4,31.8,39,25.1,67.63,2
6640,254.5,32.3,38.4,24.1,61.98,2
6641,228.3,32.3,37.3,23.2,58.78,2
6642,175.1,31.8,37.4,23.8,62.7,1
6643,147.1,31,36.6,24,66.4,1
6644,160.2,29.8,35.9,25.1,75.85,1
6645,151.8,27.9,32.4,24.9,83.74,1
6646,126,27,30.7,25,88.79,1
6647,81.4,28,32.6,25,83.76,1
6648,51.9,27.1,30.7,24.9,87.91,1
6649,33.6,28,32,24,78.94,1
6650,32.8,27,30.1,24,83.7,1
6651,29.7,26.9,30,24.2,85.1,1
6652,25,26,26,24,88.74,2
6653,22.3,26,26,24.2,89.66,2
6654,24.8,25.8,25.8,24.1,90.26,2
6655,23.4,25.8,25.8,23.9,89.35,2
6656,27.4,25.7,25.7,23.9,89.65,2
6657,99.3,26.1,26.1,24.1,88.77,1
6658,204.4,28.1,32.6,24.8,82.39,2
6659,208.2,30.8,36.3,24.1,67.49,2
6660,229.1,31.8,38.7,24.9,66.96,2
6661,237.6,32,38.8,24.7,65.44,2
6662,226.3,33.1,39.6,24.2,59.67,2
6663,247.6,33.1,40.4,24.8,61.87,2
6664,236.6,33.3,39.9,24.2,58.95,2
6665,239.6,32.1,39,24.8,65.48,2
6666,179.3,30,36.2,25,74.58,1
6667,147.5,29.1,34.8,25.2,79.54,1
6668,147.6,28.9,34.4,25,79.14,1
6669,133.5,27.8,32.3,25.1,85.2,1
6670,94.8,27.1,30.8,25.1,88.84,1
6671,58.7,27.3,31.2,24.9,86.8,1
6672,40.4,27,30.5,24.8,87.66,1
6673,35.8,27,30.1,24,83.7,1
6674,32.2,26.8,29.7,24.2,85.69,1
6675,28.9,26.1,26.1,24.7,92.34,1
6676,23.6,26.1,26.1,24.2,89.38,1
6677,28.9,26,26,24,88.81,2
6678,28.4,26,26,24,88.78,2
6679,30.1,26,26,24,88.78,2
6680,41,26,26,24,88.76,2
6681,69.4,26.8,30,24.8,88.84,1
6682,146.4,29.1,34.5,24.9,78.29,1
6683,193.3,31,37.8,25,70.5,1
6684,192.9,32.1,39,24.8,65.49,1
6685,157.7,31.7,39,25.2,68.33,1
6686,173.4,32.7,40.1,24.9,63.52,1
6687,202.7,32.8,40,24.8,62.97,2
6688,198,32.8,40.1,24.9,63.33,1
6689,195.5,32.1,39.3,25,66.39,1
6690,164.9,30.8,38.4,25.8,74.76,1
6691,133.9,29.8,35.9,25.1,75.94,1
6692,139.7,29,35.3,25.7,82.55,1
6693,123.5,28.8,33.9,24.8,79.09,1
6694,104.1,28,31.9,24,78.99,1
6695,63.9,28,32.7,25,83.83,1
6696,33.9,27.8,32.1,24.8,83.81,1
6697,25.7,28,32.7,25,83.83,1
6698,32.6,27.3,31.3,25.1,87.69,1
6699,29.5,27.2,31,25.1,88.26,1
6700,27.6,27.1,30.7,24.9,87.97,1
6701,25.8,27,30.6,25,88.86,1
6702,22.6,26.7,29.9,24.9,89.74,1
6703,23.2,27,30.1,24,83.72,1
6704,27.6,26,26,24,88.78,2
6705,44.6,27,30.6,24.9,88.27,1
6706,90.3,28.8,34.2,25.1,80.41,1
6707,104,29.3,35.2,25.2,78.58,1
6708,124.2,30,37.2,25.8,78.13,1
6709,125.5,31.1,39,25.9,74.04,1
6710,128.5,31,39.1,26,74.75,1
6711,133.9,32.2,40.9,26,69.96,1
6712,136.6,32.8,40.4,25.1,63.95,1
6713,127,32.1,39,24.8,65.48,1
6714,124.5,32.1,39.1,24.9,65.93,1
6715,126.2,31,36.8,24.2,67.06,1
6716,116.7,29.8,35.7,24.9,75.11,1
6717,95.1,29,35.3,25.7,82.5,1
6718,70.1,28,32.8,25.2,84.64,1
6719,34.5,27.7,32.7,25.8,89.17,1
6720,29.4,28,32.8,25.2,84.64,1
6721,27.8,28,32.7,25,83.81,1
6722,30.3,27.3,31.3,25.1,87.68,1
6723,25.5,27.1,30.3,24.2,84.27,1
6724,24,27,30.1,24,83.68,1
6725,24.4,27,30.6,25,88.84,1
6726,22.4,26.9,30.2,24.8,88.24,1
6727,26.6,26.1,26.1,24.7,92.33,1
6728,27.8,26,26,24,88.76,2
6729,51,26.8,30.1,25.1,90.34,1
6730,82.8,29,34.5,25,79.12,1
6731,89.4,30.7,37.2,24.9,71.17,1
6732,107.6,31.2,37.9,24.9,69.33,1
6733,130.6,32.8,38.8,23.9,59.64,1
6734,123.6,34,39.4,23,52.75,1
6735,118,33.7,41.3,24.8,59.59,1
6736,133,33.3,39.3,23.7,57.32,1
6737,146.9,33.1,36.4,21.2,49.76,1
6738,150.8,32.8,36.9,22.2,53.71,1
6739,121.3,32,36.8,23,58.98,1
6740,138,30,35.1,24,70.22,1
6741,132.2,28.3,32.5,24.1,77.82,1
6742,102.3,27.8,31.5,23.9,79.37,1
6743,64.9,27.1,30.2,24,83.33,1
6744,50.2,27,30.1,23.9,83.07,1
6745,46,27,30.1,24,83.66,1
6746,42.5,26.7,29.5,23.9,84.49,1
6747,40.3,27.1,29.8,23.1,78.81,1
6748,37.2,27,30.1,24,83.68,1
6749,37.7,27,29.6,23,78.8,1
6750,37,26.2,26.2,23.7,86.38,1
6751,33.1,26.1,26.1,23.2,84.16,1
6752,41.3,26.1,26.1,23.2,84.17,1
6753,128,27.1,29.8,23.2,79.37,1
6754,170.3,30,34.2,23,66.25,1
6755,237.4,31.1,36.5,23.9,65.74,2
6756,218.7,32.3,38.3,24,61.73,2
6757,227.1,32.3,37.4,23.2,58.71,2
6758,251.9,33,42.1,26,66.76,2
6759,265.6,33.7,41.4,24.9,60.06,2
6760,241.3,32,38.9,24.8,65.68,2
6761,239.7,33,40.6,25,62.93,2
6762,177.6,32,39.3,25.1,66.81,1
6763,165.8,30,36.2,25,74.63,1
6764,167.3,28,32.7,25,83.77,1
6765,172.1,27.8,31.6,24.1,80.28,1
6766,128.8,27,30.1,24,83.7,1
6767,71.2,27,30,23.7,82.3,1
6768,64.9,27,30,23.8,82.58,1
6769,54.4,27,30.1,24,83.7,1
6770,48.3,28,31.9,24,78.96,1
6771,44.9,27,30.1,24,83.71,1
6772,42.5,26,26,25,94.21,2
6773,42.5,26,26,24,88.76,2
6774,41.2,26.3,26.3,24.2,88.18,1
6775,44.5,26.1,26.1,24.2,89.38,1
6776,48.5,26.1,26.1,24.8,92.63,1
6777,112.9,27,30.6,24.9,88.22,1
6778,214.2,28.1,33,25.2,84.34,2
6779,205.3,29,34.6,25,79.04,2
6780,213.1,30,36.1,24.9,74.11,2
6781,233.3,30,36.2,25,74.61,2
6782,232,28,33.8,26.2,89.71,2
6783,212.4,29,34.6,25,78.99,2
6784,191.5,28,32.7,25,83.72,1
6785,207.5,29,34.6,25,79.04,2
6786,169.1,28.8,34.2,25,80.07,1
6787,145.5,28.3,33.2,24.9,81.88,1
6788,168.4,28,32.7,25.1,84.11,1
6789,162.9,28,32.6,24.9,83.27,1
6790,99.1,28,32.7,25,83.83,1
6791,43.5,27,30.6,25,88.86,1
6792,27.8,26,26,23.7,87.29,2
6793,26,26,26,24,88.78,2
6794,20.5,26,26,24,88.78,2
6795,16.1,25.9,25.9,23.9,88.76,2
6796,16.9,26,26,24,88.78,2
6797,17.3,25.1,25.1,23.9,93.24,2
6798,16.1,25.1,25.1,23.9,93.24,2
6799,17.3,24.8,24.8,23.9,94.8,2
6800,24.9,25,25,24,94.18,2
6801,94.4,26.1,26.1,24.2,89.37,1
6802,184.2,27,30.6,25,88.84,1
6803,186.3,28.3,32.5,24.1,77.92,1
6804,154.4,30.1,36.3,25,74.39,1
6805,243,31,36.6,24,66.4,2
6806,222.3,32.8,39.2,24.2,60.66,2
6807,234.4,33.7,39.9,23.8,56.2,2
6808,241.6,33.1,40.5,24.9,62.26,2
6809,237.4,33,40.3,24.8,62.07,2
6810,217.5,32,39,24.8,65.52,2
6811,182.7,31,37.8,25,70.35,1
6812,169.8,30,36.4,25.1,74.72,1
6813,172.3,29.1,34.7,25.1,79.11,1
6814,126.7,28.3,33.1,24.8,81.35,1
6815,71.7,27.8,32.2,24.9,84.36,1
6816,47.2,27.8,32.1,24.8,83.79,1
6817,43.4,27.8,31.7,24.2,80.83,1
6818,32.1,27.8,32,24.7,83.51,1
6819,32.9,26.8,30.1,24.9,89.42,1
6820,31.9,26,26,24,88.78,2
6821,27.4,26,26,24,88.78,2
6822,28.5,25.8,25.8,23.9,89.35,2
6823,27,26,26,24,88.76,2
6824,37.3,25,25,24,94.19,2
6825,120.2,26.7,29.5,24,85.12,1
6826,187.8,29.1,34.4,24.7,77.52,1
6827,203.8,31.7,37.6,24.1,63.96,2
6828,274.1,32.8,39,24.1,60.26,2
6829,246.8,33.8,39.9,23.7,55.82,2
6830,216.6,32.3,39.7,25.1,65.72,2
6831,258.6,34,42,25,59.52,2
6832,227.8,34,42,25,59.5,2
6833,247.9,33,40.3,24.8,62.01,2
6834,228.8,32,38,24.1,62.84,2
6835,196,31.8,37.8,24.2,64.26,1
6836,165.9,30,36.4,25.1,74.7,1
6837,151.2,29.3,35.2,25.2,78.61,1
6838,121.5,28.9,34.4,25,79.1,1
6839,58,28,32.6,24.9,83.25,1
6840,34.8,27.2,30.5,24.2,83.73,1
6841,33.9,27,30.1,24,83.7,1
6842,29.6,27,30.1,24,83.7,1
6843,24.6,26.7,29.6,24.2,85.99,1
6844,25.4,26,26,24,88.78,2
6845,25.5,26,26,24,88.78,2
6846,23.8,25.8,25.8,24.1,90.28,2
6847,25.9,25.1,25.1,24,93.87,2
6848,26.7,25,25,24,94.19,2
6849,75.7,26.1,26.1,24.2,89.39,1
6850,159,28,31.9,24,78.96,1
6851,198.2,31,36.5,24,66.42,1
6852,198.1,31.7,38.5,24.8,66.75,1
6853,180.6,32.8,39.9,24.7,62.67,1
6854,130.8,33.3,39.7,24,58.36,1
6855,197.3,33.2,39.5,24,58.67,1
6856,217.6,33.8,40,23.8,55.96,2
6857,217.3,33,39.3,24,59.29,2
6858,207.7,32.8,39.1,24.1,60.25,2
6859,212.7,31,36.6,24,66.38,2
6860,203.9,30,35.1,24,70.31,2
6861,180,28.2,33,24.9,82.39,1
6862,145.4,28.1,32.9,25.1,83.77,1
6863,72.8,28.1,33,25.2,84.34,1
6864,48,28.3,33.1,24.9,81.87,1
6865,38.9,27.8,31.7,24.2,80.81,1
6866,31.7,27.7,32,24.8,84.05,1
6867,32.6,27.1,30.2,24.1,83.7,1
6868,28.9,27,30.1,24,83.7,1
6869,25.2,27,30.1,24,83.7,1
6870,25.6,26.2,26.2,24,87.88,1
6871,24.9,26,26,24.2,89.66,2
6872,27.4,26,26,24.1,89.07,2
6873,54,26.9,30.3,24.8,88.25,1
6874,109.5,29,34.5,25,79.08,1
6875,129.7,31,36.6,24.1,66.64,1
6876,135.3,32,39.4,25.2,67.24,1
6877,141.9,32,39.2,25,66.6,1
6878,153,32.8,40.3,25,63.75,1
6879,172.4,32.8,40.4,25.1,63.95,1
6880,164.1,33,39.3,24,59.28,1
6881,139.4,33,40.6,25,62.92,1
6882,142.2,32,39.1,24.9,66.12,1
6883,124.2,31.1,37.6,24.8,69.31,1
6884,120.7,29.8,35.7,24.9,75.1,1
6885,120.4,29.1,34.7,25.1,79.08,1
6886,93.8,28.8,34.2,25,80.1,1
6887,39,28,32.7,25,83.79,1
6888,29.3,28.1,33.4,25.7,87.13,1
6889,26.7,28,32.7,25,83.79,1
6890,27.5,28,32.7,25,83.81,1
6891,25.5,27.1,30.8,25,88.52,1
6892,25.4,26.8,30,24.8,88.8,1
6893,21.9,26,26,24,88.74,2
6894,20.7,25.1,25.1,21.7,81.78,2
6895,23.4,25.8,25.8,23.2,85.59,2
6896,36.5,25,25,23,88.7,2
6897,33.6,25.8,25.8,22.8,83.58,2
6898,77.3,26.7,29,22.8,79.06,1
6899,106,28.1,30.8,22.1,69.99,1
6900,106.9,29.1,32.7,22.9,69.43,1
6901,114,31.1,35.3,22.8,61.5,1
6902,129,32.1,37.9,23.9,62.1,1
6903,135.8,33.1,40.4,24.8,61.89,1
6904,143.7,32.1,39,24.8,65.45,1
6905,137.6,33,39.3,24.1,59.46,1
6906,152.1,32.7,39,24.1,60.42,1
6907,150.1,31.3,37,24.1,65.55,1
6908,143,30,36.1,24.9,74.12,1
6909,133.3,29,34.6,25.1,79.32,1
6910,94,29.1,33.9,24.2,75,1
6911,65.6,28.8,33.4,24.2,76.24,1
6912,54.7,28,32.6,24.9,83.21,1
6913,41.3,28.1,32.9,25.1,83.8,1
6914,39.4,28,32.8,25.1,84.08,1
6915,35,26.9,30.4,25,89.41,1
6916,27.9,26,26,24,88.76,2
6917,31.8,25,25,23,88.68,2
6918,31.9,25,25,23,88.7,2
6919,29.5,25,25,23,88.7,2
6920,35.8,25,25,23,88.69,2
6921,115.4,26,26,23.8,87.59,2
6922,169.1,27,29.6,23,78.78,1
6923,148.8,28.3,31.6,22.9,72.6,1
6924,208.5,30,34.3,23.2,66.88,2
6925,206.4,31.1,36.3,23.7,65.04,2
6926,231.7,32.8,38.8,23.9,59.63,2
6927,251,33.1,40.5,24.9,62.28,2
6928,268.2,34,40.6,24,56.05,2
6929,250,33,38.1,23,55.85,2
6930,220.2,32,36.7,22.9,58.5,2
6931,172.3,31,36.2,23.7,65.28,1
6932,166.1,29.8,35.5,24.7,74.34,1
6933,151.3,29.1,33.7,24.1,74.49,1
6934,124.2,29,33.8,24.2,75.23,1
6935,69.9,28.1,32.1,24,78.66,1
6936,51.6,28,31.8,23.8,77.88,1
6937,41.2,28,32,24,78.94,1
6938,37.1,27.7,31.5,24.1,80.54,1
6939,35.2,27.2,30.4,23.9,82.31,1
6940,32.8,26.8,29.6,23.9,84.24,1
6941,32.8,26,26,24,88.76,2
6942,29.7,24.8,24.8,23.9,94.8,2
6943,27.2,24.1,24.1,22.7,92.2,2
6944,32.1,24,24,22.1,88.92,2
6945,121.2,25,25,22.8,87.18,2
6946,213.6,27,30.1,24,83.7,2
6947,224.7,28.8,32.4,23.1,71.33,2
6948,232.5,30.8,36,23.8,66.37,2
6949,218.1,31.3,36.6,23.7,64.23,2
6950,232.9,32,37.9,24,62.7,2
6951,263.7,32.9,38,23.1,56.36,2
6952,242.8,32.1,36.9,23,58.86,2
6953,249,31.8,36.7,23.2,60.44,2
6954,199.5,31.1,36.6,24,66.18,1
6955,167.4,30.3,35.7,24.2,69.89,1
6956,158.4,29.8,35.5,24.7,74.33,1
6957,154.7,29.3,34.9,24.9,77.24,1
6958,144,29,34.6,25,79.04,1
6959,73.8,28.1,32.8,25,83.51,1
6960,57.5,27.8,32.3,25,84.88,1
6961,45.4,28,32.7,25,83.8,1
6962,39.7,27,30.6,25,88.84,1
6963,45.5,26.1,26.1,23.1,83.58,1
6964,36.7,26,26,23,83.58,2
6965,34,25,25,23,88.68,2
6966,32.7,25.1,25.1,23.1,88.68,2
6967,32.3,26,26,23,83.59,2
6968,34,25,25,23,88.68,2
6969,103.5,26.7,29.2,23.2,80.97,1
6970,218.3,28.7,33,23.8,74.71,2
6971,206.5,31,36.5,24,66.42,2
6972,177.5,32.1,38.2,24.2,63.17,1
6973,249,33,39.3,24,59.28,2
6974,263.3,32,37.9,24,62.7,2
6975,269.3,34.1,41.9,24.9,58.9,2
6976,212.3,32,39.2,25,66.57,2
6977,199.1,30,37.4,26,79.15,1
6978,180.5,28.1,33.6,25.9,88.03,1
6979,146.9,25,25,23.8,92.9,2
6980,122.3,25,25,25,99.95,2
6981,137.1,25.1,25.1,24.2,94.83,2
6982,121.7,26,26,25,94.21,2
6983,61.2,25.8,25.8,24.8,94.2,2
